Step; Train Loss; Train Loss Avg; Val Loss Avg ; lr;  norm ;  dt (s);  Tokens/s;
7577; 3.794; NA; NA; 0.0003539; 0.6795; 0.3794; 86370.06276205319;
7578; 3.852; NA; NA; 0.0003538; 0.6352; 0.3837; 85395.93687213874;
7579; 3.983; NA; NA; 0.0003537; 0.6663; 0.3894; 84149.61250841104;
7580; 4.003; NA; NA; 0.0003537; 0.6127; 0.3831; 85542.04748043018;
7581; 4.005; NA; NA; 0.0003536; 0.6247; 0.381; 86004.3787675699;
7582; 4.009; NA; NA; 0.0003536; 0.6538; 0.385; 85109.37137358183;
7583; 3.885; NA; NA; 0.0003535; 0.6385; 0.3859; 84906.89050362575;
7584; 3.7; NA; NA; 0.0003534; 0.6499; 0.386; 84881.45808482899;
7585; 4.758; NA; NA; 0.0003534; 1.082; 0.3808; 86047.99382934018;
7586; 3.781; NA; NA; 0.0003533; 0.6123; 0.3817; 85849.82130433506;
7587; 4.059; NA; NA; 0.0003533; 0.6478; 0.3868; 84719.46847251682;
7588; 3.965; NA; NA; 0.0003532; 0.7818; 0.3855; 85007.82634124618;
7589; 3.961; NA; NA; 0.0003532; 0.64; 0.3816; 85868.96977194317;
7590; 4.061; NA; NA; 0.0003531; 0.6406; 0.3834; 85471.98599004975;
7591; 4.031; NA; NA; 0.000353; 0.6185; 0.3876; 84533.70393296298;
7592; 3.976; NA; NA; 0.000353; 1.066; 0.3876; 84534.48384428167;
7593; 3.884; NA; NA; 0.0003529; 0.6346; 0.3813; 85945.32666976833;
7594; 4.069; NA; NA; 0.0003529; 0.7983; 0.3819; 85796.81872162766;
7595; 3.78; NA; NA; 0.0003528; 0.6783; 0.388; 84449.76569189856;
7596; 3.904; NA; NA; 0.0003527; 0.7193; 0.3849; 85122.9184996352;
7597; 3.848; NA; NA; 0.0003527; 0.6275; 0.3814; 85921.52441348923;
7598; 4.043; NA; NA; 0.0003526; 0.6548; 0.3836; 85414.61796305963;
7599; 3.892; NA; NA; 0.0003526; 0.6254; 0.3865; 84779.82828746404;
7600; 3.829; 3.967; 3.906; 0.0003525; 0.6171; 0.3783; 86629.36071406736;
7601; 3.981; NA; NA; 0.0003525; 0.6483; 0.375; 87370.27917635848;
7602; 3.946; NA; NA; 0.0003524; 0.6477; 0.3734; 87748.76073851514;
7603; 3.907; NA; NA; 0.0003523; 0.6332; 0.3905; 83912.20013065591;
7604; 3.979; NA; NA; 0.0003523; 0.662; 0.3841; 85322.14163186046;
7605; 4.054; NA; NA; 0.0003522; 0.5777; 0.3776; 86780.93171000906;
7606; 3.888; NA; NA; 0.0003522; 0.6382; 0.3831; 85527.5682716691;
7607; 3.972; NA; NA; 0.0003521; 0.617; 0.3745; 87494.42395267218;
7608; 3.813; NA; NA; 0.0003521; 0.5706; 0.3854; 85016.34490770238;
7609; 3.863; NA; NA; 0.000352; 0.5659; 0.3874; 84588.48868441865;
7610; 3.962; NA; NA; 0.0003519; 0.6477; 0.3829; 85586.63375691068;
7611; 4.046; NA; NA; 0.0003519; 0.6815; 0.3894; 84150.64296503473;
7612; 3.847; NA; NA; 0.0003518; 0.5616; 0.3859; 84905.42182575229;
7613; 3.924; NA; NA; 0.0003518; 0.5724; 0.3815; 85892.04509616682;
7614; 4.145; NA; NA; 0.0003517; 0.6707; 0.3866; 84752.69492805771;
7615; 3.825; NA; NA; 0.0003516; 0.6106; 0.3867; 84735.29480758085;
7616; 3.734; NA; NA; 0.0003516; 0.7728; 0.385; 85103.3635230485;
7617; 3.97; NA; NA; 0.0003515; 0.6005; 0.3823; 85722.22237801143;
7618; 3.876; NA; NA; 0.0003515; 0.6772; 0.3866; 84764.56036807243;
7619; 3.803; NA; NA; 0.0003514; 0.5715; 0.3831; 85535.87192424192;
7620; 3.889; NA; NA; 0.0003514; 0.5707; 0.3835; 85438.35260870565;
7621; 3.868; NA; NA; 0.0003513; 0.5857; 0.3843; 85277.51295521966;
7622; 3.915; NA; NA; 0.0003512; 0.5613; 0.3863; 84821.79109142235;
7623; 4.04; NA; NA; 0.0003512; 0.8038; 0.3907; 83870.56926850075;
7624; 3.9; NA; NA; 0.0003511; 0.5813; 0.3882; 84409.41424677658;
7625; 3.919; NA; NA; 0.0003511; 0.6763; 0.3785; 86576.97306606646;
7626; 3.754; NA; NA; 0.000351; 0.6135; 0.3865; 84772.76880555468;
7627; 3.979; NA; NA; 0.0003509; 0.6297; 0.3848; 85161.36942805005;
7628; 3.898; NA; NA; 0.0003509; 0.6367; 0.3811; 85990.54964671905;
7629; 4.022; NA; NA; 0.0003508; 0.7214; 0.393; 83382.24441667172;
7630; 3.906; NA; NA; 0.0003508; 0.6258; 0.3839; 85360.87882625413;
7631; 3.852; NA; NA; 0.0003507; 0.6335; 0.3804; 86131.90205554999;
7632; 4.099; NA; NA; 0.0003507; 0.6229; 0.3888; 84283.11189551366;
7633; 3.927; NA; NA; 0.0003506; 0.5729; 0.3844; 85244.82549425194;
7634; 3.941; NA; NA; 0.0003505; 0.6592; 0.3834; 85463.747880024;
7635; 4.06; NA; NA; 0.0003505; 0.726; 0.3831; 85528.68597714654;
7636; 3.857; NA; NA; 0.0003504; 0.5902; 0.382; 85774.65102107811;
7637; 4.836; NA; NA; 0.0003504; 0.9418; 0.3864; 84809.59562225133;
7638; 3.956; NA; NA; 0.0003503; 0.7106; 0.3837; 85407.55852208502;
7639; 4.088; NA; NA; 0.0003502; 0.7185; 0.3829; 85572.88536234267;
7640; 3.964; NA; NA; 0.0003502; 0.6723; 0.3804; 86134.00725601811;
7641; 3.783; NA; NA; 0.0003501; 0.6752; 0.3924; 83504.64156161674;
7642; 4.145; NA; NA; 0.0003501; 0.8118; 0.3826; 85651.97231745067;
7643; 4.045; NA; NA; 0.00035; 0.7312; 0.3809; 86025.26540223252;
7644; 3.824; NA; NA; 0.00035; 0.6995; 0.3834; 85463.1101570919;
7645; 4.157; NA; NA; 0.0003499; 0.8546; 0.3893; 84162.34041672433;
7646; 4.061; NA; NA; 0.0003498; 0.7191; 0.3858; 84935.32992534731;
7647; 3.916; NA; NA; 0.0003498; 0.6633; 0.3805; 86128.3396430259;
7648; 4.015; NA; NA; 0.0003497; 0.7983; 0.3838; 85374.877376417;
7649; 3.853; NA; NA; 0.0003497; 0.7154; 0.3902; 83984.19141501974;
7650; 3.897; NA; NA; 0.0003496; 0.713; 0.386; 84891.78652863823;
7651; 3.767; NA; NA; 0.0003496; 0.6278; 0.3794; 86372.12534108578;
7652; 4.021; NA; NA; 0.0003495; 0.6512; 0.3862; 84848.49728117268;
7653; 3.96; NA; NA; 0.0003494; 0.5961; 0.3928; 83415.69571489871;
7654; 4.067; NA; NA; 0.0003494; 0.7267; 0.381; 86015.08997544821;
7655; 3.957; NA; NA; 0.0003493; 0.5942; 0.3864; 84810.38063267643;
7656; 4.065; NA; NA; 0.0003493; 0.6333; 0.3839; 85361.88614436355;
7657; 3.606; NA; NA; 0.0003492; 1.064; 0.3816; 85878.3057350949;
7658; 3.84; NA; NA; 0.0003491; 0.629; 0.3808; 86046.05444282501;
7659; 3.782; NA; NA; 0.0003491; 0.7627; 0.3842; 85284.60383498197;
7660; 3.898; NA; NA; 0.000349; 0.6927; 0.3843; 85270.5290622466;
7661; 4.057; NA; NA; 0.000349; 0.7322; 0.3887; 84296.08702974858;
7662; 3.877; NA; NA; 0.0003489; 0.8635; 0.3804; 86138.81181685085;
7663; 3.881; NA; NA; 0.0003489; 0.628; 0.3785; 86577.51844416294;
7664; 3.946; NA; NA; 0.0003488; 0.6418; 0.3816; 85872.242493463;
7665; 4.212; NA; NA; 0.0003487; 1.174; 0.3861; 84861.59469388713;
7666; 4.139; NA; NA; 0.0003487; 0.6464; 0.3857; 84958.01115638723;
7667; 3.978; NA; NA; 0.0003486; 0.7179; 0.3829; 85584.02228788308;
7668; 3.856; NA; NA; 0.0003486; 0.6728; 0.3808; 86048.80193285712;
7669; 3.903; NA; NA; 0.0003485; 0.692; 0.3841; 85300.69498004319;
7670; 3.976; NA; NA; 0.0003484; 0.6799; 0.3859; 84912.08373640726;
7671; 4.082; NA; NA; 0.0003484; 0.6838; 0.3831; 85544.49665481375;
7672; 4.098; NA; NA; 0.0003483; 0.6679; 0.3831; 85528.63275241376;
7673; 3.995; NA; NA; 0.0003483; 0.6394; 0.3855; 85007.24798195933;
7674; 3.844; NA; NA; 0.0003482; 0.6246; 0.3856; 84972.2456127118;
7675; 3.883; NA; NA; 0.0003482; 1.62; 0.3857; 84954.49267181565;
7676; 3.844; NA; NA; 0.0003481; 0.6751; 0.3852; 85058.22638384673;
7677; 3.935; NA; NA; 0.000348; 0.6335; 0.3865; 84777.3704085;
7678; 4.045; NA; NA; 0.000348; 0.7007; 0.3837; 85404.48033426315;
7679; 3.971; NA; NA; 0.0003479; 0.6238; 0.3837; 85390.10070690917;
7680; 3.857; NA; NA; 0.0003479; 0.6507; 0.382; 85769.72642094635;
7681; 3.907; NA; NA; 0.0003478; 0.6779; 0.3854; 85027.7582555319;
7682; 3.914; NA; NA; 0.0003477; 0.6405; 0.3859; 84902.64196745332;
7683; 3.853; NA; NA; 0.0003477; 0.6062; 0.3821; 85759.23676693202;
7684; 3.852; NA; NA; 0.0003476; 0.6604; 0.3804; 86139.35168864248;
7685; 4.076; NA; NA; 0.0003476; 0.6387; 0.3842; 85293.07210186592;
7686; 3.984; NA; NA; 0.0003475; 0.613; 0.3854; 85015.45090388368;
7687; 3.788; NA; NA; 0.0003475; 0.5949; 0.3858; 84938.26940171955;
7688; 3.801; NA; NA; 0.0003474; 0.5581; 0.3833; 85492.88070529676;
7689; 3.887; NA; NA; 0.0003473; 0.5931; 0.3809; 86018.53535304857;
7690; 3.927; NA; NA; 0.0003473; 0.7622; 0.3878; 84493.68780623355;
7691; 3.999; NA; NA; 0.0003472; 0.5599; 0.3865; 84789.81815579507;
7692; 3.899; NA; NA; 0.0003472; 0.6277; 0.3805; 86112.79801808733;
7693; 3.693; NA; NA; 0.0003471; 0.6529; 0.3801; 86213.16182905778;
7694; 4.04; NA; NA; 0.000347; 0.6329; 0.3838; 85372.49093531544;
7695; 3.937; NA; NA; 0.000347; 0.6205; 0.3843; 85269.36519129605;
7696; 3.833; NA; NA; 0.0003469; 0.5823; 0.3846; 85203.81651530847;
7697; 3.805; NA; NA; 0.0003469; 0.619; 0.3832; 85515.91394086764;
7698; 3.976; NA; NA; 0.0003468; 0.5921; 0.3801; 86202.4012368483;
7699; 3.788; NA; NA; 0.0003468; 0.756; 0.3825; 85657.36386707552;
7700; 4.04; 3.956; 3.896; 0.0003467; 0.7385; 0.3771; 86904.01059751389;
7701; 3.92; NA; NA; 0.0003466; 0.5923; 0.3696; 88664.62946689212;
7702; 3.811; NA; NA; 0.0003466; 0.6083; 0.3784; 86600.59423179194;
7703; 3.929; NA; NA; 0.0003465; 0.6706; 0.3826; 85643.4860055584;
7704; 4.04; NA; NA; 0.0003465; 0.6302; 0.3825; 85677.60157741744;
7705; 4.019; NA; NA; 0.0003464; 0.7298; 0.3855; 84995.31450608466;
7706; 3.884; NA; NA; 0.0003464; 0.5801; 0.3861; 84871.44661221778;
7707; 3.96; NA; NA; 0.0003463; 0.6271; 0.3795; 86341.73940728809;
7708; 3.905; NA; NA; 0.0003462; 0.6644; 0.3812; 85963.4961790236;
7709; 3.842; NA; NA; 0.0003462; 0.7339; 0.3833; 85488.78602511439;
7710; 3.955; NA; NA; 0.0003461; 0.6092; 0.3848; 85148.81235708007;
7711; 4.0; NA; NA; 0.0003461; 0.6379; 0.3841; 85312.9261935769;
7712; 3.958; NA; NA; 0.000346; 0.626; 0.3824; 85682.67585343562;
7713; 3.8; NA; NA; 0.0003459; 0.552; 0.3813; 85941.61845357686;
7714; 3.98; NA; NA; 0.0003459; 0.5758; 0.3841; 85302.17736458704;
7715; 3.891; NA; NA; 0.0003458; 0.562; 0.3849; 85123.34026927027;
7716; 4.028; NA; NA; 0.0003458; 0.6252; 0.385; 85120.65155945269;
7717; 3.927; NA; NA; 0.0003457; 0.6501; 0.3814; 85908.90328549051;
7718; 3.746; NA; NA; 0.0003457; 0.5711; 0.3811; 85977.42416832286;
7719; 3.929; NA; NA; 0.0003456; 0.6706; 0.3822; 85739.60232342118;
7720; 3.788; NA; NA; 0.0003455; 0.5985; 0.3862; 84848.60204443226;
7721; 3.866; NA; NA; 0.0003455; 0.6053; 0.3858; 84927.56228851368;
7722; 3.999; NA; NA; 0.0003454; 0.5816; 0.3824; 85692.07820583963;
7723; 4.001; NA; NA; 0.0003454; 0.8587; 0.3787; 86519.528716783;
7724; 3.853; NA; NA; 0.0003453; 0.6358; 0.3818; 85816.64013307175;
7725; 3.927; NA; NA; 0.0003452; 0.684; 0.3859; 84919.21891024036;
7726; 4.166; NA; NA; 0.0003452; 0.7198; 0.3853; 85048.69945909754;
7727; 3.97; NA; NA; 0.0003451; 0.607; 0.383; 85561.538271711;
7728; 4.099; NA; NA; 0.0003451; 0.6757; 0.3797; 86300.31877611352;
7729; 4.103; NA; NA; 0.000345; 0.7173; 0.3833; 85495.91208484961;
7730; 4.062; NA; NA; 0.000345; 0.6138; 0.386; 84896.61082538863;
7731; 4.128; NA; NA; 0.0003449; 0.7527; 0.3872; 84638.39256772693;
7732; 3.954; NA; NA; 0.0003448; 0.9046; 0.3827; 85632.8137870877;
7733; 3.787; NA; NA; 0.0003448; 0.6596; 0.3785; 86582.4271562458;
7734; 3.951; NA; NA; 0.0003447; 0.6329; 0.383; 85545.66804866132;
7735; 3.953; NA; NA; 0.0003447; 0.6504; 0.3853; 85047.75214678522;
7736; 4.03; NA; NA; 0.0003446; 0.6682; 0.3842; 85286.93244074269;
7737; 3.703; NA; NA; 0.0003445; 0.8252; 0.3841; 85312.50254313143;
7738; 4.076; NA; NA; 0.0003445; 0.7339; 0.3818; 85834.96969273045;
7739; 3.958; NA; NA; 0.0003444; 0.6679; 0.3834; 85468.8500061254;
7740; 3.768; NA; NA; 0.0003444; 0.5728; 0.3839; 85348.42185691363;
7741; 3.836; NA; NA; 0.0003443; 0.6508; 0.384; 85336.07449329768;
7742; 3.849; NA; NA; 0.0003443; 0.635; 0.3836; 85425.34205328186;
7743; 3.969; NA; NA; 0.0003442; 0.66; 0.3811; 85975.21905081235;
7744; 4.038; NA; NA; 0.0003441; 0.6874; 0.3828; 85597.88088326425;
7745; 3.867; NA; NA; 0.0003441; 0.6317; 0.3859; 84915.33638752432;
7746; 3.934; NA; NA; 0.000344; 0.6458; 0.3849; 85126.6618512093;
7747; 3.911; NA; NA; 0.000344; 0.6509; 0.3823; 85709.49937887579;
7748; 3.789; NA; NA; 0.0003439; 0.5373; 0.3834; 85470.33824099162;
7749; 3.818; NA; NA; 0.0003438; 0.6321; 0.3865; 84789.66122866978;
7750; 4.057; NA; NA; 0.0003438; 0.6193; 0.3838; 85376.6805537351;
7751; 4.003; NA; NA; 0.0003437; 0.5815; 0.3826; 85636.33532513269;
7752; 3.727; NA; NA; 0.0003437; 0.7858; 0.3848; 85165.85499386533;
7753; 4.006; NA; NA; 0.0003436; 0.6168; 0.3858; 84928.45444484336;
7754; 3.904; NA; NA; 0.0003436; 0.5973; 0.3828; 85604.27867195262;
7755; 4.022; NA; NA; 0.0003435; 0.587; 0.3853; 85054.69959384587;
7756; 3.901; NA; NA; 0.0003434; 0.6291; 0.3834; 85477.93967739046;
7757; 3.895; NA; NA; 0.0003434; 0.6895; 0.3849; 85130.19461168344;
7758; 3.563; NA; NA; 0.0003433; 0.6348; 0.3866; 84755.62177639121;
7759; 4.002; NA; NA; 0.0003433; 0.748; 0.3818; 85823.6065871868;
7760; 4.063; NA; NA; 0.0003432; 0.6421; 0.38; 86233.44662978628;
7761; 3.978; NA; NA; 0.0003431; 0.6154; 0.384; 85341.95626812382;
7762; 3.939; NA; NA; 0.0003431; 0.6125; 0.3866; 84763.7239286657;
7763; 4.161; NA; NA; 0.000343; 0.7081; 0.385; 85120.59884135019;
7764; 3.906; NA; NA; 0.000343; 0.6051; 0.3814; 85919.21473840826;
7765; 3.962; NA; NA; 0.0003429; 0.6003; 0.3839; 85363.79481229636;
7766; 3.831; NA; NA; 0.0003429; 0.6241; 0.3878; 84506.8837431227;
7767; 3.783; NA; NA; 0.0003428; 0.6926; 0.3852; 85070.91471860587;
7768; 4.018; NA; NA; 0.0003427; 0.6687; 0.3795; 86355.41043134051;
7769; 3.985; NA; NA; 0.0003427; 0.6116; 0.3825; 85665.95972098513;
7770; 3.924; NA; NA; 0.0003426; 0.6053; 0.3868; 84706.25827223556;
7771; 4.136; NA; NA; 0.0003426; 0.7009; 0.3853; 85052.54155316134;
7772; 3.96; NA; NA; 0.0003425; 0.5845; 0.3829; 85578.6399667247;
7773; 3.925; NA; NA; 0.0003424; 0.6444; 0.3832; 85522.13983200346;
7774; 3.788; NA; NA; 0.0003424; 0.6087; 0.3853; 85045.91021103229;
7775; 3.909; NA; NA; 0.0003423; 0.602; 0.3854; 85030.7567399019;
7776; 3.949; NA; NA; 0.0003423; 0.637; 0.3825; 85663.77055098479;
7777; 3.866; NA; NA; 0.0003422; 0.6871; 0.3844; 85247.36342857781;
7778; 4.222; NA; NA; 0.0003422; 0.8903; 0.3869; 84694.14819123868;
7779; 3.957; NA; NA; 0.0003421; 0.6248; 0.3859; 84917.22513801316;
7780; 3.772; NA; NA; 0.000342; 0.6204; 0.3812; 85968.819472236;
7781; 3.829; NA; NA; 0.000342; 0.5971; 0.3837; 85389.35797946763;
7782; 3.802; NA; NA; 0.0003419; 0.5817; 0.3879; 84472.08446289384;
7783; 3.863; NA; NA; 0.0003419; 0.5934; 0.3842; 85278.62413458042;
7784; 3.597; NA; NA; 0.0003418; 0.5964; 0.3817; 85853.57523270407;
7785; 3.909; NA; NA; 0.0003417; 0.5979; 0.3841; 85307.15431811791;
7786; 3.899; NA; NA; 0.0003417; 0.5911; 0.3877; 84528.34893056433;
7787; 4.051; NA; NA; 0.0003416; 0.6022; 0.3847; 85183.80198333994;
7788; 4.048; NA; NA; 0.0003416; 0.6236; 0.3828; 85604.8118641798;
7789; 4.043; NA; NA; 0.0003415; 0.7664; 0.3837; 85402.46371082247;
7790; 3.908; NA; NA; 0.0003415; 0.6492; 0.3871; 84660.81116565347;
7791; 3.818; NA; NA; 0.0003414; 0.6947; 0.3841; 85305.93649922725;
7792; 3.881; NA; NA; 0.0003413; 0.6578; 0.3841; 85311.81412013141;
7793; 3.793; NA; NA; 0.0003413; 0.5496; 0.3857; 84949.39926274437;
7794; 3.873; NA; NA; 0.0003412; 0.6522; 0.3853; 85050.59414703395;
7795; 3.977; NA; NA; 0.0003412; 0.589; 0.3823; 85718.5868499801;
7796; 3.841; NA; NA; 0.0003411; 0.6496; 0.3841; 85318.43403228269;
7797; 3.903; NA; NA; 0.000341; 0.5613; 0.3862; 84855.67416259642;
7798; 3.989; NA; NA; 0.000341; 0.653; 0.386; 84898.34141327412;
7799; 3.869; NA; NA; 0.0003409; 0.6076; 0.3807; 86083.07949279243;
7800; 4.064; 3.95; 3.892; 0.0003409; 0.7893; 0.3779; 86715.2825315705;
7801; 4.066; NA; NA; 0.0003408; 0.6871; 0.3706; 88413.32351584588;
7802; 3.811; NA; NA; 0.0003408; 0.6468; 0.3771; 86892.08802569355;
7803; 3.782; NA; NA; 0.0003407; 0.5896; 0.3823; 85710.51494176891;
7804; 3.838; NA; NA; 0.0003406; 0.6685; 0.378; 86690.66918465114;
7805; 3.87; NA; NA; 0.0003406; 0.6577; 0.3779; 86715.61080394892;
7806; 3.865; NA; NA; 0.0003405; 0.5839; 0.3819; 85804.156933402;
7807; 3.863; NA; NA; 0.0003405; 0.6475; 0.3824; 85694.69627346194;
7808; 4.009; NA; NA; 0.0003404; 0.7014; 0.3796; 86326.66290136173;
7809; 3.792; NA; NA; 0.0003404; 0.6295; 0.384; 85341.58532143361;
7810; 4.19; NA; NA; 0.0003403; 0.701; 0.3827; 85615.7971019729;
7811; 3.77; NA; NA; 0.0003402; 0.6166; 0.3798; 86273.66578743524;
7812; 3.878; NA; NA; 0.0003402; 0.7325; 0.3801; 86211.91800521767;
7813; 3.833; NA; NA; 0.0003401; 0.5422; 0.3822; 85745.21888904694;
7814; 3.958; NA; NA; 0.0003401; 0.7093; 0.3804; 86134.54706758643;
7815; 3.717; NA; NA; 0.00034; 0.5887; 0.3817; 85853.25345455158;
7816; 3.863; NA; NA; 0.0003399; 0.5812; 0.3824; 85681.39387433216;
7817; 4.018; NA; NA; 0.0003399; 0.6053; 0.3859; 84913.71003081728;
7818; 3.76; NA; NA; 0.0003398; 0.5952; 0.3847; 85181.84856183261;
7819; 3.865; NA; NA; 0.0003398; 0.6052; 0.3837; 85392.48813262777;
7820; 3.916; NA; NA; 0.0003397; 0.7199; 0.3798; 86285.96095379861;
7821; 3.82; NA; NA; 0.0003397; 0.5878; 0.3819; 85797.14007688341;
7822; 3.795; NA; NA; 0.0003396; 0.6091; 0.3824; 85697.04732765217;
7823; 3.791; NA; NA; 0.0003395; 0.5624; 0.387; 84674.73752849415;
7824; 3.722; NA; NA; 0.0003395; 0.6149; 0.3845; 85225.90149958794;
7825; 3.748; NA; NA; 0.0003394; 0.5877; 0.3802; 86179.26695146674;
7826; 4.012; NA; NA; 0.0003394; 0.5745; 0.3814; 85907.56083050442;
7827; 3.81; NA; NA; 0.0003393; 0.6332; 0.3845; 85231.6095290955;
7828; 3.821; NA; NA; 0.0003392; 0.6294; 0.3871; 84642.0934247915;
7829; 3.75; NA; NA; 0.0003392; 0.6596; 0.3835; 85435.37841807833;
7830; 3.963; NA; NA; 0.0003391; 0.6439; 0.3802; 86189.58936217712;
7831; 3.966; NA; NA; 0.0003391; 0.6695; 0.3835; 85439.0961887184;
7832; 3.717; NA; NA; 0.000339; 0.6262; 0.3865; 84792.11982037063;
7833; 3.89; NA; NA; 0.000339; 0.6259; 0.3869; 84696.28808296159;
7834; 3.888; NA; NA; 0.0003389; 0.6216; 0.3825; 85664.03751694564;
7835; 3.719; NA; NA; 0.0003388; 0.5752; 0.381; 86007.23124068754;
7836; 3.762; NA; NA; 0.0003388; 0.5798; 0.389; 84247.10228095372;
7837; 3.831; NA; NA; 0.0003387; 0.6047; 0.3836; 85431.12993350817;
7838; 3.792; NA; NA; 0.0003387; 0.5909; 0.3826; 85642.04510075043;
7839; 3.775; NA; NA; 0.0003386; 0.6006; 0.3852; 85073.70560708326;
7840; 3.831; NA; NA; 0.0003385; 0.5884; 0.3864; 84794.94476132422;
7841; 3.737; NA; NA; 0.0003385; 0.5927; 0.3869; 84697.01880246229;
7842; 3.692; NA; NA; 0.0003384; 0.6231; 0.3825; 85660.9942036284;
7843; 3.955; NA; NA; 0.0003384; 0.8247; 0.3864; 84804.1009561513;
7844; 3.867; NA; NA; 0.0003383; 0.673; 0.3856; 84972.08800959529;
7845; 4.031; NA; NA; 0.0003383; 0.6605; 0.3806; 86089.98142261269;
7846; 3.746; NA; NA; 0.0003382; 0.8181; 0.3789; 86478.69915515256;
7847; 3.695; NA; NA; 0.0003381; 0.6057; 0.3833; 85490.32813134658;
7848; 3.877; NA; NA; 0.0003381; 0.6337; 0.386; 84896.92547248365;
7849; 3.903; NA; NA; 0.000338; 0.7274; 0.3876; 84550.6052341308;
7850; 3.951; NA; NA; 0.000338; 0.6314; 0.3789; 86485.12045145778;
7851; 4.026; NA; NA; 0.0003379; 0.6476; 0.3801; 86212.29655650009;
7852; 3.892; NA; NA; 0.0003378; 0.6775; 0.3842; 85292.11933788881;
7853; 3.892; NA; NA; 0.0003378; 0.6443; 0.3848; 85154.77386600908;
7854; 3.92; NA; NA; 0.0003377; 0.6484; 0.3853; 85052.59418699707;
7855; 3.769; NA; NA; 0.0003377; 0.6671; 0.3826; 85636.92227629956;
7856; 3.791; NA; NA; 0.0003376; 0.6269; 0.383; 85564.30817579913;
7857; 3.877; NA; NA; 0.0003376; 0.7978; 0.3867; 84733.10070516923;
7858; 3.786; NA; NA; 0.0003375; 0.6708; 0.3866; 84758.28747486956;
7859; 3.84; NA; NA; 0.0003374; 0.6289; 0.3819; 85807.04971215337;
7860; 3.904; NA; NA; 0.0003374; 0.6879; 0.3817; 85851.91273821214;
7861; 3.93; NA; NA; 0.0003373; 0.6538; 0.3862; 84857.088727702;
7862; 3.841; NA; NA; 0.0003373; 0.7411; 0.3858; 84945.14647154186;
7863; 3.874; NA; NA; 0.0003372; 0.6373; 0.3818; 85824.78563747744;
7864; 3.719; NA; NA; 0.0003371; 0.6637; 0.3802; 86185.69790127699;
7865; 3.973; NA; NA; 0.0003371; 0.6294; 0.3841; 85321.08228481466;
7866; 3.833; NA; NA; 0.000337; 0.5713; 0.3858; 84926.14537286779;
7867; 3.774; NA; NA; 0.000337; 0.5836; 0.3851; 85089.40118249414;
7868; 3.91; NA; NA; 0.0003369; 0.6134; 0.3831; 85535.65898993218;
7869; 3.791; NA; NA; 0.0003369; 0.7312; 0.3798; 86277.24023221711;
7870; 3.833; NA; NA; 0.0003368; 0.6124; 0.3837; 85405.64789662756;
7871; 3.881; NA; NA; 0.0003367; 0.5725; 0.3884; 84367.91016075082;
7872; 3.885; NA; NA; 0.0003367; 0.567; 0.3843; 85264.81581877863;
7873; 3.819; NA; NA; 0.0003366; 0.6031; 0.3793; 86384.61147496059;
7874; 3.854; NA; NA; 0.0003366; 0.5969; 0.3842; 85279.25910721665;
7875; 3.802; NA; NA; 0.0003365; 0.5996; 0.3883; 84397.07793279622;
7876; 4.309; NA; NA; 0.0003364; 1.057; 0.3823; 85703.13929547543;
7877; 3.859; NA; NA; 0.0003364; 0.7346; 0.3831; 85544.17718933204;
7878; 3.802; NA; NA; 0.0003363; 0.6461; 0.3844; 85237.21259788804;
7879; 3.894; NA; NA; 0.0003363; 0.6973; 0.3838; 85383.31053694236;
7880; 3.682; NA; NA; 0.0003362; 0.6828; 0.3882; 84410.86581493588;
7881; 3.934; NA; NA; 0.0003362; 0.68; 0.383; 85549.44867491958;
7882; 3.988; NA; NA; 0.0003361; 0.6916; 0.383; 85552.53732183162;
7883; 3.822; NA; NA; 0.000336; 0.7393; 0.388; 84459.4184103761;
7884; 3.829; NA; NA; 0.000336; 0.6638; 0.3826; 85636.76219791066;
7885; 3.805; NA; NA; 0.0003359; 0.636; 0.3837; 85391.3739840126;
7886; 3.825; NA; NA; 0.0003359; 0.6045; 0.3877; 84509.11810890962;
7887; 3.773; NA; NA; 0.0003358; 0.6068; 0.383; 85557.43701233943;
7888; 3.937; NA; NA; 0.0003357; 0.6688; 0.3818; 85825.0536079706;
7889; 3.859; NA; NA; 0.0003357; 0.6119; 0.382; 85774.38336523477;
7890; 3.827; NA; NA; 0.0003356; 0.6392; 0.3832; 85501.33719535562;
7891; 3.678; NA; NA; 0.0003356; 0.6012; 0.3854; 85027.1796249966;
7892; 3.972; NA; NA; 0.0003355; 0.6583; 0.3839; 85364.48407447089;
7893; 3.897; NA; NA; 0.0003355; 0.6664; 0.3836; 85430.65200543519;
7894; 3.859; NA; NA; 0.0003354; 0.6453; 0.3829; 85579.59914270308;
7895; 3.886; NA; NA; 0.0003353; 0.8047; 0.3868; 84710.85265721922;
7896; 3.85; NA; NA; 0.0003353; 0.633; 0.3875; 84554.61053273994;
7897; 3.908; NA; NA; 0.0003352; 0.6534; 0.3801; 86211.16091262586;
7898; 3.767; NA; NA; 0.0003352; 0.639; 0.3793; 86400.46863810098;
7899; 3.858; NA; NA; 0.0003351; 0.7636; 0.3851; 85095.82855883322;
7900; 3.918; 3.953; 3.895; 0.000335; 0.5954; 0.3766; 87015.37245636061;
7901; 3.541; NA; NA; 0.000335; 0.6166; 0.375; 87373.83397700825;
7902; 3.522; NA; NA; 0.0003349; 0.5793; 0.3841; 85313.720549503;
