Step; Train Loss; Train Loss Avg; Val Loss Avg ; lr;  norm ;  dt (s);  Tokens/s;
2970; 4.346; NA; NA; 0.0005686; 0.62; 0.3857; 84964.47122257906;
2971; 4.176; NA; NA; 0.0005686; 0.5918; 0.385; 85116.11804129873;
2972; 4.446; NA; NA; 0.0005685; 0.6484; 0.3827; 85631.53329960548;
2973; 4.461; NA; NA; 0.0005685; 0.7512; 0.3829; 85589.29868551173;
2974; 4.306; NA; NA; 0.0005685; 0.6081; 0.387; 84663.10583153614;
2975; 4.124; NA; NA; 0.0005685; 0.816; 0.3844; 85234.9924259103;
2976; 4.354; NA; NA; 0.0005684; 0.6491; 0.3826; 85637.93611999371;
2977; 4.395; NA; NA; 0.0005684; 0.5493; 0.3795; 86349.65939373834;
2978; 4.413; NA; NA; 0.0005684; 0.7057; 0.3824; 85695.39088968256;
2979; 4.31; NA; NA; 0.0005683; 0.5363; 0.3868; 84720.87850006411;
2980; 4.377; NA; NA; 0.0005683; 0.7244; 0.3835; 85449.24203756712;
2981; 4.411; NA; NA; 0.0005683; 0.6174; 0.382; 85786.85790257526;
2982; 4.326; NA; NA; 0.0005683; 0.596; 0.3838; 85374.61220970609;
2983; 4.473; NA; NA; 0.0005682; 0.6284; 0.3863; 84821.52934925024;
2984; 4.436; NA; NA; 0.0005682; 0.619; 0.3849; 85126.6618512093;
2985; 4.617; NA; NA; 0.0005682; 0.5541; 0.3838; 85371.43033764957;
2986; 4.274; NA; NA; 0.0005682; 0.5512; 0.3796; 86317.4460493013;
2987; 4.341; NA; NA; 0.0005681; 0.5496; 0.3811; 85990.33444263211;
2988; 4.365; NA; NA; 0.0005681; 0.6002; 0.383; 85550.88646556495;
2989; 4.623; NA; NA; 0.0005681; 0.5824; 0.3866; 84768.11541972379;
2990; 4.367; NA; NA; 0.000568; 0.5704; 0.3833; 85489.47730723512;
2991; 4.34; NA; NA; 0.000568; 0.6908; 0.3817; 85849.7140540625;
2992; 4.411; NA; NA; 0.000568; 0.5117; 0.3816; 85864.83898783177;
2993; 4.4; NA; NA; 0.000568; 0.5247; 0.3826; 85645.56739810349;
2994; 4.351; NA; NA; 0.0005679; 0.5911; 0.388; 84448.7278965569;
2995; 4.35; NA; NA; 0.0005679; 0.6441; 0.3843; 85265.87376906694;
2996; 4.242; NA; NA; 0.0005679; 0.7442; 0.3806; 86095.48219036493;
2997; 4.534; NA; NA; 0.0005679; 0.6323; 0.3837; 85403.25973501423;
2998; 4.302; NA; NA; 0.0005678; 0.5996; 0.3849; 85134.30774700844;
2999; 4.262; NA; NA; 0.0005678; 0.5578; 0.3851; 85082.2900533316;
3000; 4.663; 4.434; 4.378; 0.0005678; 0.7637; 0.3776; 86776.49356400667;
3001; 4.354; NA; NA; 0.0005677; 0.6326; 0.373; 87853.65037253709;
3002; 4.467; NA; NA; 0.0005677; 0.5832; 0.3808; 86047.29348523618;
3003; 4.58; NA; NA; 0.0005677; 0.6031; 0.383; 85563.45587851689;
3004; 4.405; NA; NA; 0.0005677; 0.5539; 0.3796; 86327.63891858482;
3005; 4.444; NA; NA; 0.0005676; 0.7836; 0.3771; 86903.9556472826;
3006; 4.365; NA; NA; 0.0005676; 0.5349; 0.3824; 85693.20021523224;
3007; 4.436; NA; NA; 0.0005676; 0.577; 0.3833; 85488.2542772443;
3008; 4.21; NA; NA; 0.0005675; 0.5569; 0.3803; 86168.02860419145;
3009; 4.176; NA; NA; 0.0005675; 0.5877; 0.3871; 84650.0174745968;
3010; 4.415; NA; NA; 0.0005675; 0.5939; 0.3841; 85315.83890429394;
3011; 4.21; NA; NA; 0.0005675; 0.5846; 0.381; 86002.92569363226;
3012; 4.454; NA; NA; 0.0005674; 0.5272; 0.3811; 85986.35336130747;
3013; 4.397; NA; NA; 0.0005674; 0.5361; 0.3842; 85294.50128774329;
3014; 4.281; NA; NA; 0.0005674; 0.5596; 0.3858; 84942.25901653123;
3015; 4.306; NA; NA; 0.0005674; 0.6082; 0.3852; 85069.28239701116;
3016; 4.386; NA; NA; 0.0005673; 0.5313; 0.3812; 85956.56075575305;
3017; 4.229; NA; NA; 0.0005673; 0.6008; 0.3804; 86133.03561224547;
3018; 4.373; NA; NA; 0.0005673; 0.5623; 0.3831; 85523.31061364563;
3019; 4.431; NA; NA; 0.0005672; 0.6628; 0.3853; 85041.12155144304;
3020; 4.589; NA; NA; 0.0005672; 0.5743; 0.3855; 85003.9357121917;
3021; 4.364; NA; NA; 0.0005672; 0.7502; 0.3819; 85805.17474072205;
3022; 4.375; NA; NA; 0.0005672; 0.6396; 0.3801; 86212.1883986516;
3023; 4.5; NA; NA; 0.0005671; 0.6117; 0.3821; 85757.09633645191;
3024; 4.49; NA; NA; 0.0005671; 0.5641; 0.3868; 84707.45902929592;
3025; 4.368; NA; NA; 0.0005671; 0.6002; 0.3871; 84644.7519866479;
3026; 4.259; NA; NA; 0.000567; 0.5899; 0.3805; 86119.32697584393;
3027; 4.304; NA; NA; 0.000567; 0.5339; 0.3819; 85791.8915758013;
3028; 4.388; NA; NA; 0.000567; 0.5568; 0.3834; 85477.4612254392;
3029; 4.454; NA; NA; 0.000567; 0.5943; 0.384; 85344.34100241865;
3030; 4.379; NA; NA; 0.0005669; 0.5435; 0.3841; 85306.78367390514;
3031; 4.371; NA; NA; 0.0005669; 0.5605; 0.3827; 85631.586652486;
3032; 4.315; NA; NA; 0.0005669; 0.5401; 0.3809; 86038.19004919188;
3033; 4.418; NA; NA; 0.0005669; 0.5482; 0.3788; 86510.8696296949;
3034; 4.289; NA; NA; 0.0005668; 0.7005; 0.382; 85771.86748195495;
3035; 4.454; NA; NA; 0.0005668; 0.6616; 0.3881; 84431.24488011889;
3036; 4.377; NA; NA; 0.0005668; 0.5484; 0.3835; 85444.62033117503;
3037; 4.326; NA; NA; 0.0005667; 0.5281; 0.3817; 85848.90968555973;
3038; 4.466; NA; NA; 0.0005667; 0.5689; 0.3827; 85625.50485229425;
3039; 4.507; NA; NA; 0.0005667; 0.6097; 0.3838; 85372.0136631047;
3040; 4.31; NA; NA; 0.0005667; 0.5133; 0.3874; 84585.41719563727;
3041; 4.516; NA; NA; 0.0005666; 0.5862; 0.3834; 85463.80102403129;
3042; 4.56; NA; NA; 0.0005666; 0.7034; 0.3816; 85875.13986495057;
3043; 4.331; NA; NA; 0.0005666; 0.7059; 0.383; 85559.83380448457;
3044; 4.434; NA; NA; 0.0005665; 0.6533; 0.3846; 85189.2931614989;
3045; 4.564; NA; NA; 0.0005665; 0.6973; 0.3873; 84607.96398963076;
3046; 4.471; NA; NA; 0.0005665; 0.6456; 0.3839; 85345.08294693648;
3047; 4.437; NA; NA; 0.0005665; 0.5664; 0.3823; 85712.3323249086;
3048; 4.439; NA; NA; 0.0005664; 0.6637; 0.3857; 84948.08662743516;
3049; 4.381; NA; NA; 0.0005664; 0.5231; 0.3837; 85402.19837272279;
3050; 4.333; NA; NA; 0.0005664; 0.5669; 0.5204; 62964.11580281233;
3051; 4.476; NA; NA; 0.0005663; 0.6048; 0.3787; 86536.14376795242;
3052; 4.558; NA; NA; 0.0005663; 0.6092; 0.389; 84245.50142024383;
3053; 4.386; NA; NA; 0.0005663; 0.6329; 0.3834; 85463.42901736828;
3054; 4.493; NA; NA; 0.0005663; 0.5688; 0.3844; 85245.19560026248;
3055; 4.085; NA; NA; 0.0005662; 0.7303; 0.3854; 85028.91554022912;
3056; 4.304; NA; NA; 0.0005662; 0.6534; 0.3825; 85675.30499743171;
3057; 4.531; NA; NA; 0.0005662; 0.6345; 0.3863; 84816.66123928058;
3058; 4.354; NA; NA; 0.0005661; 0.5732; 0.3844; 85238.53418374056;
3059; 4.216; NA; NA; 0.0005661; 0.5939; 0.3819; 85795.90822814245;
3060; 4.288; NA; NA; 0.0005661; 0.7072; 0.3804; 86150.85256520755;
3061; 4.328; NA; NA; 0.0005661; 0.7781; 0.3837; 85405.64789662756;
3062; 4.319; NA; NA; 0.000566; 0.622; 0.3848; 85161.36942805005;
3063; 4.183; NA; NA; 0.000566; 0.6078; 0.3834; 85468.90315647819;
3064; 4.285; NA; NA; 0.000566; 0.6598; 0.3826; 85654.8548437055;
3065; 4.37; NA; NA; 0.000566; 0.5747; 0.3839; 85347.57385502725;
3066; 4.296; NA; NA; 0.0005659; 0.5649; 0.3859; 84910.87717113156;
3067; 4.506; NA; NA; 0.0005659; 0.5754; 0.3855; 84993.84276761452;
3068; 4.336; NA; NA; 0.0005659; 0.61; 0.3834; 85465.0765000342;
3069; 4.444; NA; NA; 0.0005658; 0.558; 0.3806; 86095.96758597447;
3070; 4.435; NA; NA; 0.0005658; 0.5673; 0.3839; 85353.24518813069;
3071; 4.436; NA; NA; 0.0005658; 0.5658; 0.3883; 84394.74584178935;
3072; 4.511; NA; NA; 0.0005658; 0.6476; 0.3832; 85516.65887154981;
3073; 4.505; NA; NA; 0.0005657; 0.6206; 0.3806; 86093.91817507567;
3074; 4.366; NA; NA; 0.0005657; 0.6072; 0.3826; 85652.50610397162;
3075; 4.743; NA; NA; 0.0005657; 0.7573; 0.387; 84664.0445943407;
3076; 4.333; NA; NA; 0.0005656; 0.5275; 0.3872; 84627.96935784098;
3077; 4.39; NA; NA; 0.0005656; 0.6479; 0.3833; 85484.42588784687;
3078; 4.446; NA; NA; 0.0005656; 0.5179; 0.3828; 85608.43774747934;
3079; 4.351; NA; NA; 0.0005656; 0.5828; 0.3884; 84356.67325779801;
3080; 4.306; NA; NA; 0.0005655; 0.5598; 0.384; 85331.67693916222;
3081; 4.37; NA; NA; 0.0005655; 0.5477; 0.3796; 86311.1038297076;
3082; 4.467; NA; NA; 0.0005655; 0.5922; 0.3849; 85123.23482646966;
3083; 4.367; NA; NA; 0.0005654; 0.5078; 0.3867; 84738.01147276575;
3084; 4.328; NA; NA; 0.0005654; 0.7288; 0.3848; 85149.12887639343;
3085; 4.334; NA; NA; 0.0005654; 0.5966; 0.3796; 86312.56733612168;
3086; 4.416; NA; NA; 0.0005654; 0.6331; 0.3836; 85421.89093833654;
3087; 4.442; NA; NA; 0.0005653; 0.5756; 0.388; 84455.16263887523;
3088; 4.319; NA; NA; 0.0005653; 0.5273; 0.3831; 85536.67043734566;
3089; 4.289; NA; NA; 0.0005653; 0.7116; 0.382; 85775.45399863072;
3090; 4.375; NA; NA; 0.0005652; 0.5939; 0.3843; 85261.43055427176;
3091; 4.361; NA; NA; 0.0005652; 0.5324; 0.3854; 85013.9258819396;
3092; 4.402; NA; NA; 0.0005652; 0.5993; 0.3855; 85007.51087156865;
3093; 4.325; NA; NA; 0.0005652; 0.708; 0.3834; 85477.35490351073;
3094; 4.463; NA; NA; 0.0005651; 0.5812; 0.3798; 86271.71621511348;
3095; 3.891; NA; NA; 0.0005651; 0.7943; 0.3841; 85312.07889689351;
3096; 4.356; NA; NA; 0.0005651; 0.5784; 0.3871; 84646.0031323694;
3097; 4.292; NA; NA; 0.000565; 0.6721; 0.3842; 85300.00674758975;
3098; 4.33; NA; NA; 0.000565; 0.6632; 0.3813; 85941.02731824935;
3099; 4.282; NA; NA; 0.000565; 0.6345; 0.382; 85788.57142714469;
3100; 4.383; 4.41; 4.354; 0.000565; 0.701; 0.3783; 86610.74492613706;
3101; 4.443; NA; NA; 0.0005649; 0.6714; 0.3727; 87920.36025104576;
3102; 4.453; NA; NA; 0.0005649; 0.6959; 0.3745; 87508.01673005061;
3103; 4.375; NA; NA; 0.0005649; 0.6703; 0.3896; 84113.92276686973;
3104; 4.332; NA; NA; 0.0005648; 0.6366; 0.3815; 85882.27681748253;
3105; 4.338; NA; NA; 0.0005648; 0.6171; 0.3757; 87225.22383810408;
3106; 4.241; NA; NA; 0.0005648; 0.9084; 0.3885; 84355.22355286482;
3107; 4.168; NA; NA; 0.0005647; 0.6395; 0.3856; 84988.63952954127;
3108; 4.405; NA; NA; 0.0005647; 0.7598; 0.3815; 85887.10700725147;
3109; 4.385; NA; NA; 0.0005647; 0.6249; 0.3832; 85503.35849098861;
3110; 4.309; NA; NA; 0.0005647; 0.6212; 0.3791; 86432.09172537226;
3111; 4.191; NA; NA; 0.0005646; 0.6389; 0.3804; 86133.03561224547;
3112; 4.343; NA; NA; 0.0005646; 0.6217; 0.3829; 85577.4143842632;
3113; 4.294; NA; NA; 0.0005646; 0.5446; 0.3849; 85124.71104945001;
3114; 4.446; NA; NA; 0.0005645; 0.564; 0.3876; 84532.87204341815;
3115; 4.321; NA; NA; 0.0005645; 0.6367; 0.3873; 84599.99573549743;
3116; 4.317; NA; NA; 0.0005645; 0.5278; 0.3836; 85427.83764857838;
3117; 4.407; NA; NA; 0.0005645; 0.5713; 0.3933; 83313.09904295894;
3118; 4.703; NA; NA; 0.0005644; 0.7409; 0.3855; 85008.72018471477;
3119; 4.278; NA; NA; 0.0005644; 0.6929; 0.3814; 85921.14841140939;
3120; 4.489; NA; NA; 0.0005644; 0.6753; 0.3857; 84967.93800458597;
3121; 4.364; NA; NA; 0.0005643; 0.657; 0.3841; 85303.0774089117;
3122; 4.164; NA; NA; 0.0005643; 0.6953; 0.3831; 85530.7085660802;
3123; 4.496; NA; NA; 0.0005643; 0.6173; 0.3852; 85062.12198436885;
3124; 4.39; NA; NA; 0.0005643; 0.6908; 0.383; 85545.5615569859;
3125; 4.404; NA; NA; 0.0005642; 0.5946; 0.3815; 85897.5205976873;
3126; 4.34; NA; NA; 0.0005642; 0.6713; 0.3837; 85408.51386687132;
3127; 4.406; NA; NA; 0.0005642; 0.6249; 0.3845; 85219.1902577553;
3128; 4.393; NA; NA; 0.0005641; 0.6112; 0.3852; 85060.38471302732;
3129; 4.517; NA; NA; 0.0005641; 0.6428; 0.3837; 85402.41064307063;
3130; 4.431; NA; NA; 0.0005641; 0.6398; 0.3792; 86421.98286135404;
3131; 4.364; NA; NA; 0.0005641; 0.6378; 0.383; 85546.7862272609;
3132; 4.341; NA; NA; 0.000564; 0.6611; 0.3862; 84849.38777712543;
3133; 4.285; NA; NA; 0.000564; 0.6028; 0.3836; 85417.85614215866;
3134; 4.245; NA; NA; 0.000564; 0.5976; 0.3822; 85739.17442477771;
3135; 4.306; NA; NA; 0.0005639; 0.81; 0.3814; 85920.9872686683;
3136; 4.372; NA; NA; 0.0005639; 0.6103; 0.3834; 85461.78159821713;
3137; 4.328; NA; NA; 0.0005639; 0.6399; 0.3931; 83361.15505086683;
3138; 4.255; NA; NA; 0.0005639; 0.5609; 0.3869; 84690.33840776762;
3139; 4.268; NA; NA; 0.0005638; 0.554; 0.3791; 86439.7021078014;
3140; 4.161; NA; NA; 0.0005638; 0.5705; 0.39; 84010.32133825842;
3141; 4.297; NA; NA; 0.0005638; 0.5468; 0.3832; 85520.01122023126;
3142; 4.511; NA; NA; 0.0005637; 0.6369; 0.378; 86679.89840513827;
3143; 4.288; NA; NA; 0.0005637; 0.5604; 0.3907; 83871.79763211709;
3144; 4.334; NA; NA; 0.0005637; 0.5298; 0.384; 85340.79044652748;
3145; 4.391; NA; NA; 0.0005636; 0.5248; 0.3799; 86260.5078839466;
3146; 4.149; NA; NA; 0.0005636; 0.5211; 0.3844; 85255.29544745413;
3147; 4.32; NA; NA; 0.0005636; 0.5363; 0.3914; 83709.45427768679;
3148; 4.256; NA; NA; 0.0005636; 0.5409; 0.3814; 85913.14571903112;
3149; 4.336; NA; NA; 0.0005635; 0.575; 0.3811; 85985.92299621682;
3150; 4.286; NA; NA; 0.0005635; 0.643; 0.3876; 84542.69978439725;
3151; 4.317; NA; NA; 0.0005635; 0.5776; 0.3856; 84990.2687577994;
3152; 4.228; NA; NA; 0.0005634; 0.5817; 0.3841; 85310.1195877722;
3153; 4.407; NA; NA; 0.0005634; 0.5459; 0.3854; 85022.07749663008;
3154; 4.573; NA; NA; 0.0005634; 0.6331; 0.3825; 85677.76180852272;
3155; 4.349; NA; NA; 0.0005634; 0.5239; 0.3857; 84952.39222293992;
3156; 4.282; NA; NA; 0.0005633; 0.5381; 0.3862; 84856.98394348423;
3157; 4.251; NA; NA; 0.0005633; 0.5216; 0.3795; 86353.99972857093;
3158; 4.384; NA; NA; 0.0005633; 0.5944; 0.3823; 85708.27004546739;
3159; 4.183; NA; NA; 0.0005632; 0.5118; 0.3831; 85537.62867275011;
3160; 4.15; NA; NA; 0.0005632; 0.5841; 0.3849; 85142.90442846833;
3161; 4.311; NA; NA; 0.0005632; 0.5611; 0.385; 85104.36477256825;
3162; 4.301; NA; NA; 0.0005631; 0.5398; 0.3825; 85670.97921602728;
3163; 4.392; NA; NA; 0.0005631; 0.6692; 0.3861; 84865.89152594283;
3164; 4.365; NA; NA; 0.0005631; 0.5263; 0.3843; 85268.9419733731;
3165; 4.603; NA; NA; 0.0005631; 0.6998; 0.3893; 84170.07179497229;
3166; 4.267; NA; NA; 0.000563; 0.5762; 0.388; 84454.90315448593;
3167; 4.459; NA; NA; 0.000563; 0.5899; 0.3829; 85571.44683216998;
3168; 4.5; NA; NA; 0.000563; 0.565; 0.3857; 84946.66902686372;
3169; 4.268; NA; NA; 0.0005629; 0.6863; 0.3819; 85797.94347555483;
3170; 4.251; NA; NA; 0.0005629; 0.5966; 0.3824; 85685.66728720254;
3171; 4.399; NA; NA; 0.0005629; 0.5415; 0.3881; 84421.23561099598;
3172; 4.259; NA; NA; 0.0005629; 0.5961; 0.3816; 85862.5860003686;
3173; 4.392; NA; NA; 0.0005628; 0.593; 0.3809; 86025.80385166194;
3174; 4.278; NA; NA; 0.0005628; 0.5843; 0.3861; 84870.9749256972;
3175; 4.182; NA; NA; 0.0005628; 0.6759; 0.3836; 85431.97959661925;
3176; 4.39; NA; NA; 0.0005627; 0.5937; 0.3853; 85047.27849854273;
3177; 4.151; NA; NA; 0.0005627; 0.6165; 0.3841; 85316.2096271981;
3178; 4.506; NA; NA; 0.0005627; 0.7831; 0.3801; 86204.88837122075;
3179; 4.362; NA; NA; 0.0005626; 0.622; 0.3927; 83436.55942502157;
3180; 4.369; NA; NA; 0.0005626; 0.6014; 0.3817; 85841.24212923377;
3181; 4.112; NA; NA; 0.0005626; 0.6316; 0.3803; 86153.39073091779;
3182; 4.085; NA; NA; 0.0005626; 0.5578; 0.3847; 85186.3362852921;
3183; 4.246; NA; NA; 0.0005625; 0.585; 0.3863; 84830.37713018822;
3184; 4.182; NA; NA; 0.0005625; 0.5807; 0.3846; 85210.2083598894;
3185; 4.096; NA; NA; 0.0005625; 0.6678; 0.3836; 85422.89969694031;
3186; 4.231; NA; NA; 0.0005624; 0.656; 0.3833; 85498.4649922675;
3187; 4.169; NA; NA; 0.0005624; 0.5443; 0.3863; 84820.74413242604;
3188; 4.384; NA; NA; 0.0005624; 0.5526; 0.3862; 84849.12586461077;
3189; 4.509; NA; NA; 0.0005624; 0.6198; 0.3801; 86214.89242628019;
3190; 4.225; NA; NA; 0.0005623; 0.611; 0.3842; 85291.00780681787;
3191; 4.278; NA; NA; 0.0005623; 0.6574; 0.3862; 84840.01231621664;
3192; 4.237; NA; NA; 0.0005623; 0.6187; 0.3836; 85419.28951293729;
3193; 4.312; NA; NA; 0.0005622; 0.6868; 0.3829; 85588.44589030347;
3194; 4.34; NA; NA; 0.0005622; 0.6205; 0.3843; 85263.70499923073;
3195; 4.36; NA; NA; 0.0005622; 0.5832; 0.3869; 84702.6562052995;
3196; 4.32; NA; NA; 0.0005621; 0.6785; 0.387; 84670.77300371608;
3197; 4.184; NA; NA; 0.0005621; 0.5092; 0.3823; 85703.03241138268;
3198; 4.455; NA; NA; 0.0005621; 0.5869; 0.3833; 85495.85890089956;
3199; 4.288; NA; NA; 0.0005621; 0.5644; 0.3878; 84487.35106532082;
3200; 4.361; 4.388; 4.33; 0.000562; 0.5891; 0.3804; 86130.33671678232;
3201; 4.341; NA; NA; 0.000562; 0.5522; 0.3729; 87876.28778168868;
3202; 4.258; NA; NA; 0.000562; 0.5933; 0.3799; 86254.33642334232;
3203; 4.276; NA; NA; 0.0005619; 0.5383; 0.3835; 85442.22998955588;
3204; 4.3; NA; NA; 0.0005619; 0.5592; 0.3803; 86165.00339609559;
3205; 4.288; NA; NA; 0.0005619; 0.5554; 0.3791; 86430.40675047747;
3206; 4.46; NA; NA; 0.0005618; 0.6165; 0.3835; 85439.0961887184;
3207; 4.282; NA; NA; 0.0005618; 0.6206; 0.3836; 85418.22775218582;
3208; 4.352; NA; NA; 0.0005618; 0.6088; 0.3797; 86306.0632430328;
3209; 4.213; NA; NA; 0.0005618; 0.6005; 0.3884; 84372.8304844599;
3210; 4.33; NA; NA; 0.0005617; 0.5532; 0.3839; 85347.62685465146;
3211; 4.4; NA; NA; 0.0005617; 0.6219; 0.3799; 86258.61304332544;
3212; 4.324; NA; NA; 0.0005617; 0.5943; 0.3825; 85671.83365674531;
3213; 4.195; NA; NA; 0.0005616; 0.5519; 0.381; 86014.12101272636;
3214; 4.329; NA; NA; 0.0005616; 0.5699; 0.3858; 84941.78654258215;
3215; 4.384; NA; NA; 0.0005616; 0.5591; 0.3841; 85309.00758749453;
3216; 4.314; NA; NA; 0.0005615; 0.5745; 0.3827; 85624.54464702346;
3217; 4.241; NA; NA; 0.0005615; 0.525; 0.3816; 85864.19526506336;
3218; 4.42; NA; NA; 0.0005615; 0.6018; 0.3811; 85974.84257863936;
3219; 4.364; NA; NA; 0.0005615; 0.5905; 0.3863; 84831.52904810695;
3220; 4.419; NA; NA; 0.0005614; 0.7264; 0.3841; 85319.65220802907;
3221; 4.415; NA; NA; 0.0005614; 0.6084; 0.3844; 85236.63111309567;
3222; 4.362; NA; NA; 0.0005614; 0.7798; 0.3828; 85600.6531409463;
3223; 4.408; NA; NA; 0.0005613; 0.7073; 0.385; 85102.09882048733;
3224; 4.367; NA; NA; 0.0005613; 0.6658; 0.3855; 84993.00179708633;
3225; 4.521; NA; NA; 0.0005613; 0.8381; 0.3828; 85594.46912030212;
3226; 4.286; NA; NA; 0.0005612; 0.6918; 0.3836; 85424.01466837963;
3227; 4.329; NA; NA; 0.0005612; 0.6704; 0.3862; 84844.62122242869;
3228; 4.343; NA; NA; 0.0005612; 0.5901; 0.384; 85323.35991348403;
3229; 4.239; NA; NA; 0.0005612; 0.6554; 0.382; 85779.04081525661;
3230; 4.174; NA; NA; 0.0005611; 0.6046; 0.3812; 85968.17418946043;
3231; 4.526; NA; NA; 0.0005611; 0.7257; 0.3846; 85207.8839418122;
3232; 4.447; NA; NA; 0.0005611; 0.6696; 0.3873; 84615.41280002562;
3233; 4.257; NA; NA; 0.000561; 0.5707; 0.3845; 85223.99899298;
3234; 4.462; NA; NA; 0.000561; 0.5879; 0.3824; 85694.05509925286;
3235; 4.319; NA; NA; 0.000561; 0.6378; 0.3819; 85812.35364649087;
3236; 4.201; NA; NA; 0.0005609; 0.5877; 0.3857; 84962.00262602835;
3237; 4.418; NA; NA; 0.0005609; 0.6224; 0.3856; 84980.02142571395;
3238; 4.328; NA; NA; 0.0005609; 0.5389; 0.3847; 85170.86883251688;
3239; 4.458; NA; NA; 0.0005609; 0.5349; 0.3828; 85590.68451397149;
3240; 4.174; NA; NA; 0.0005608; 0.514; 0.3876; 84548.52470928534;
3241; 4.4; NA; NA; 0.0005608; 0.5288; 0.3837; 85396.57359297138;
3242; 4.258; NA; NA; 0.0005608; 0.5586; 0.3821; 85758.5411153063;
3243; 4.248; NA; NA; 0.0005607; 0.5942; 0.3844; 85234.25239428584;
3244; 4.32; NA; NA; 0.0005607; 0.6295; 0.3836; 85421.83784643841;
3245; 4.26; NA; NA; 0.0005607; 0.5997; 0.3862; 84853.5785972752;
3246; 4.175; NA; NA; 0.0005606; 0.5054; 0.3824; 85689.67399893385;
3247; 4.266; NA; NA; 0.0005606; 0.5776; 0.3783; 86624.11909646523;
3248; 4.267; NA; NA; 0.0005606; 0.5308; 0.3841; 85307.10136874748;
3249; 4.598; NA; NA; 0.0005605; 0.8471; 0.3864; 84799.07788444927;
3250; 4.087; NA; NA; 0.0005605; 0.6675; 0.384; 85344.34100241865;
3251; 4.386; NA; NA; 0.0005605; 0.9699; 0.3844; 85246.04156892614;
3252; 4.314; NA; NA; 0.0005605; 0.6363; 0.3824; 85682.62243687373;
3253; 4.329; NA; NA; 0.0005604; 0.6514; 0.385; 85102.99464758522;
3254; 4.242; NA; NA; 0.0005604; 0.6462; 0.3857; 84963.5783093949;
3255; 4.192; NA; NA; 0.0005604; 0.5958; 0.3827; 85621.8241823689;
3256; 4.474; NA; NA; 0.0005603; 0.6354; 0.3791; 86440.08266210312;
3257; 4.248; NA; NA; 0.0005603; 0.7309; 0.3845; 85225.1616258138;
3258; 4.331; NA; NA; 0.0005603; 0.6414; 0.3854; 85029.23116879581;
3259; 4.127; NA; NA; 0.0005602; 0.5756; 0.3839; 85359.76550231846;
3260; 4.292; NA; NA; 0.0005602; 0.7242; 0.383; 85560.52623610503;
3261; 4.297; NA; NA; 0.0005602; 0.6158; 0.3826; 85645.99436292516;
3262; 4.333; NA; NA; 0.0005602; 0.7108; 0.3878; 84503.87013456532;
3263; 4.352; NA; NA; 0.0005601; 0.774; 0.3864; 84792.90450731023;
3264; 4.109; NA; NA; 0.0005601; 0.5958; 0.3813; 85936.94333270806;
3265; 4.344; NA; NA; 0.0005601; 0.618; 0.3821; 85754.47445471806;
3266; 4.282; NA; NA; 0.00056; 0.7087; 0.3867; 84735.81722966516;
3267; 4.465; NA; NA; 0.00056; 0.7264; 0.3882; 84402.93464065534;
3268; 4.261; NA; NA; 0.00056; 0.6621; 0.3819; 85808.97833968601;
3269; 4.272; NA; NA; 0.0005599; 0.621; 0.3815; 85898.11113465244;
3270; 4.269; NA; NA; 0.0005599; 0.6017; 0.3875; 84564.65145549647;
3271; 4.387; NA; NA; 0.0005599; 0.6174; 0.3853; 85049.59416232567;
3272; 4.425; NA; NA; 0.0005598; 0.579; 0.3808; 86058.50035910161;
3273; 4.252; NA; NA; 0.0005598; 0.5347; 0.3831; 85524.85396569771;
3274; 4.158; NA; NA; 0.0005598; 0.5514; 0.3875; 84564.49536073086;
3275; 4.366; NA; NA; 0.0005598; 0.5421; 0.3835; 85433.99761424492;
3276; 4.708; NA; NA; 0.0005597; 0.9834; 0.3845; 85222.7307024294;
3277; 4.358; NA; NA; 0.0005597; 0.7218; 0.3867; 84727.87710912003;
3278; 4.341; NA; NA; 0.0005597; 0.6112; 0.3845; 85222.36079146282;
3279; 4.33; NA; NA; 0.0005596; 0.6504; 0.3827; 85612.43723970045;
3280; 4.451; NA; NA; 0.0005596; 0.6801; 0.3798; 86270.30824545545;
3281; 4.528; NA; NA; 0.0005596; 0.6289; 0.3853; 85035.80729689998;
3282; 4.37; NA; NA; 0.0005595; 0.7329; 0.3854; 85025.96978659829;
3283; 4.215; NA; NA; 0.0005595; 1.277; 0.3848; 85148.44308752191;
3284; 4.241; NA; NA; 0.0005595; 0.7482; 0.3834; 85477.93967739046;
3285; 4.327; NA; NA; 0.0005594; 0.6753; 0.3798; 86282.98162705931;
3286; 4.284; NA; NA; 0.0005594; 0.6516; 0.3827; 85633.98760092164;
3287; 4.155; NA; NA; 0.0005594; 0.562; 0.3853; 85048.96260515174;
3288; 4.27; NA; NA; 0.0005594; 0.5605; 0.385; 85110.68899807162;
3289; 4.338; NA; NA; 0.0005593; 1.071; 0.3829; 85580.66491900785;
3290; 4.188; NA; NA; 0.0005593; 1.341; 0.3815; 85901.06394127883;
3291; 4.406; NA; NA; 0.0005593; 0.7266; 0.3829; 85586.31397663048;
3292; 4.328; NA; NA; 0.0005592; 0.6099; 0.3842; 85284.18046577778;
3293; 4.262; NA; NA; 0.0005592; 0.7212; 0.3848; 85160.84174548835;
3294; 4.207; NA; NA; 0.0005592; 0.7815; 0.3857; 84952.65477336927;
3295; 4.25; NA; NA; 0.0005591; 0.638; 0.3819; 85812.88943389535;
