Step; Train Loss; Train Loss Avg; Val Loss Avg ; lr;  norm ;  dt (s);  Tokens/s;
788; 2.131; NA; NA; 0.001; 0.0; 0.02666; 38416.17960483359;
789; 2.202; NA; NA; 0.001; 0.0; 0.0267; 38359.22455723561;
790; 2.33; NA; NA; 0.001; 0.0; 0.02652; 38619.29177344375;
791; 2.208; NA; NA; 0.001; 0.0; 0.02674; 38295.949211784005;
792; 2.31; NA; NA; 0.001; 0.0; 0.02731; 37500.47843815212;
793; 2.259; NA; NA; 0.001; 0.0; 0.02672; 38319.18289854038;
794; 2.082; NA; NA; 0.001; 0.0; 0.02667; 38392.484991508;
795; 2.238; NA; NA; 0.001; 0.0; 0.02579; 39706.083036729564;
796; 2.113; NA; NA; 0.001; 0.0; 0.0256; 40006.77461902455;
797; 2.206; NA; NA; 0.001; 0.0; 0.02519; 40658.178045363326;
798; 2.295; NA; NA; 0.001; 0.0; 0.02529; 40492.96478640859;
799; 2.128; NA; NA; 0.001; 0.0; 0.02493; 41072.25995734955;
800; 2.183; 2.283; 2.306; 0.001; 0.0; 0.02753; 37190.37195850579;
801; 2.248; NA; NA; 0.001; 0.0; 0.03238; 31628.54983283503;
802; 2.289; NA; NA; 0.001; 0.0; 0.02968; 34500.2232771847;
803; 2.269; NA; NA; 0.001; 0.0; 0.02915; 35134.09379524725;
804; 2.236; NA; NA; 0.001; 0.0; 0.02894; 35381.26628827508;
805; 2.238; NA; NA; 0.001; 0.0; 0.02898; 35339.926571383905;
806; 2.237; NA; NA; 0.001; 0.0; 0.02896; 35364.07818855496;
807; 2.248; NA; NA; 0.001; 0.0; 0.02901; 35300.714205871715;
808; 2.254; NA; NA; 0.001; 0.0; 0.02889; 35441.9951313303;
809; 2.158; NA; NA; 0.001; 0.0; 0.02892; 35408.10143529625;
810; 2.175; NA; NA; 0.001; 0.0; 0.02837; 36091.55557049462;
811; 2.214; NA; NA; 0.001; 0.0; 0.02817; 36346.588269144515;
812; 2.327; NA; NA; 0.001; 0.0; 0.0279; 36703.78915884017;
813; 2.297; NA; NA; 0.001; 0.0; 0.02814; 36394.943614947886;
814; 2.228; NA; NA; 0.001; 0.0; 0.02797; 36616.797783366725;
815; 2.244; NA; NA; 0.001; 0.0; 0.02789; 36710.6910209838;
816; 2.19; NA; NA; 0.001; 0.0; 0.02788; 36727.95703779716;
817; 2.082; NA; NA; 0.001; 0.0; 0.02861; 35794.07868923502;
818; 2.152; NA; NA; 0.001; 0.0; 0.02824; 36261.892184426266;
819; 2.186; NA; NA; 0.001; 0.0; 0.02816; 36366.28448049584;
820; 2.242; NA; NA; 0.001; 0.0; 0.02812; 36413.14864647184;
821; 2.236; NA; NA; 0.001; 0.0; 0.02805; 36507.55058395526;
822; 2.222; NA; NA; 0.001; 0.0; 0.02782; 36811.06050944496;
823; 2.262; NA; NA; 0.001; 0.0; 0.02828; 36206.56271917993;
824; 2.238; NA; NA; 0.001; 0.0; 0.02915; 35130.93260044497;
825; 2.229; NA; NA; 0.001; 0.0; 0.02787; 36735.49639057101;
826; 2.28; NA; NA; 0.001; 0.0; 0.02776; 36888.8370351284;
827; 2.314; NA; NA; 0.001; 0.0; 0.02778; 36864.45703691624;
828; 2.252; NA; NA; 0.001; 0.0; 0.02787; 36742.0958638094;
829; 2.205; NA; NA; 0.001; 0.0; 0.02813; 36397.719476953585;
830; 2.302; NA; NA; 0.001; 0.0; 0.02803; 36529.285704565555;
831; 2.34; NA; NA; 0.001; 0.0; 0.02794; 36646.16595421541;
832; 2.341; NA; NA; 0.001; 0.0; 0.02899; 35325.683867677784;
833; 2.267; NA; NA; 0.001; 0.0; 0.02556; 40060.509047494685;
834; 2.287; NA; NA; 0.001; 0.0; 0.02537; 40356.75166549213;
835; 2.33; NA; NA; 0.001; 0.0; 0.02531; 40455.586078274384;
836; 2.294; NA; NA; 0.001; 0.0; 0.02516; 40705.18884697765;
837; 2.213; NA; NA; 0.001; 0.0; 0.02551; 40142.13223171393;
838; 2.273; NA; NA; 0.001; 0.0; 0.02554; 40099.03272367401;
839; 2.27; NA; NA; 0.001; 0.0; 0.02555; 40080.69669086769;
840; 2.222; NA; NA; 0.001; 0.0; 0.02567; 39888.99070333324;
841; 2.211; NA; NA; 0.001; 0.0; 0.02575; 39768.583931332694;
842; 2.306; NA; NA; 0.001; 0.0; 0.02548; 40185.700480922176;
843; 2.249; NA; NA; 0.001; 0.0; 0.02525; 40560.26759592411;
844; 2.13; NA; NA; 0.001; 0.0; 0.02572; 39809.868621798734;
845; 2.282; NA; NA; 0.001; 0.0; 0.02594; 39480.51969444878;
846; 2.323; NA; NA; 0.001; 0.0; 0.02555; 40081.444772107956;
847; 2.229; NA; NA; 0.001; 0.0; 0.02538; 40351.06441187523;
848; 2.253; NA; NA; 0.001; 0.0; 0.02614; 39179.435848316505;
849; 2.229; NA; NA; 0.001; 0.0; 0.02669; 38365.73494836889;
850; 2.192; NA; NA; 0.001; 0.0; 0.02636; 38849.145637917776;
851; 2.27; NA; NA; 0.001; 0.0; 0.02617; 39127.6810728081;
852; 2.26; NA; NA; 0.001; 0.0; 0.02599; 39396.141038341586;
853; 2.188; NA; NA; 0.001; 0.0; 0.02571; 39831.28190004544;
854; 2.216; NA; NA; 0.001; 0.0; 0.02593; 39496.85766309246;
855; 2.238; NA; NA; 0.001; 0.0; 0.02569; 39854.937094604;
856; 2.231; NA; NA; 0.001; 0.0; 0.02563; 39947.981620998195;
857; 2.198; NA; NA; 0.001; 0.0; 0.0265; 38646.396688711924;
858; 2.091; NA; NA; 0.001; 0.0; 0.02721; 37628.94073944279;
859; 2.185; NA; NA; 0.001; 0.0; 0.02814; 36389.70147508621;
860; 2.272; NA; NA; 0.001; 0.0; 0.02805; 36507.24026962013;
861; 2.274; NA; NA; 0.001; 0.0; 0.02816; 36368.74800795969;
862; 2.25; NA; NA; 0.001; 0.0; 0.02908; 35218.795221031396;
863; 2.268; NA; NA; 0.001; 0.0; 0.02762; 37069.04039218394;
864; 2.146; NA; NA; 0.001; 0.0; 0.02616; 39137.30780656273;
865; 2.246; NA; NA; 0.001; 0.0; 0.02579; 39710.48841961223;
866; 2.296; NA; NA; 0.001; 0.0; 0.02546; 40215.802692934325;
867; 2.161; NA; NA; 0.001; 0.0; 0.02535; 40398.887220874014;
868; 2.091; NA; NA; 0.001; 0.0; 0.02522; 40603.98097885174;
869; 2.172; NA; NA; 0.001; 0.0; 0.02499; 40975.865517998034;
870; 2.138; NA; NA; 0.001; 0.0; 0.02491; 41105.672492008496;
871; 2.145; NA; NA; 0.001; 0.0; 0.02491; 41115.11646340296;
872; 2.242; NA; NA; 0.001; 0.0; 0.02476; 41349.449273129874;
873; 2.248; NA; NA; 0.001; 0.0; 0.02481; 41268.39840882449;
874; 2.205; NA; NA; 0.001; 0.0; 0.02498; 40994.24736088575;
875; 2.197; NA; NA; 0.001; 0.0; 0.02536; 40384.83226297825;
876; 2.098; NA; NA; 0.001; 0.0; 0.02554; 40098.65835122771;
877; 2.266; NA; NA; 0.001; 0.0; 0.02549; 40165.03133737948;
878; 2.122; NA; NA; 0.001; 0.0; 0.02519; 40648.17338305162;
879; 2.279; NA; NA; 0.001; 0.0; 0.02507; 40851.926532553385;
880; 2.23; NA; NA; 0.001; 0.0; 0.02513; 40755.40211037729;
881; 2.181; NA; NA; 0.001; 0.0; 0.02513; 40745.34954937862;
882; 2.268; NA; NA; 0.001; 0.0; 0.02546; 40213.543462791655;
883; 2.273; NA; NA; 0.001; 0.0; 0.02587; 39585.316878496575;
884; 2.171; NA; NA; 0.001; 0.0; 0.02585; 39617.44929942534;
885; 2.221; NA; NA; 0.001; 0.0; 0.02519; 40647.403997577225;
886; 2.275; NA; NA; 0.001; 0.0; 0.02538; 40344.241823066375;
887; 2.293; NA; NA; 0.001; 0.0; 0.02554; 40092.295089006504;
888; 2.362; NA; NA; 0.001; 0.0; 0.02524; 40573.67835550181;
889; 2.268; NA; NA; 0.001; 0.0; 0.02519; 40647.78868667367;
890; 2.223; NA; NA; 0.001; 0.0; 0.02519; 40652.02074735925;
891; 2.226; NA; NA; 0.001; 0.0; 0.02503; 40911.85353540164;
892; 2.169; NA; NA; 0.001; 0.0; 0.02515; 40722.170247463735;
893; 2.267; NA; NA; 0.001; 0.0; 0.02505; 40875.25382821794;
894; 2.369; NA; NA; 0.001; 0.0; 0.02533; 40433.87712526595;
895; 2.205; NA; NA; 0.001; 0.0; 0.02502; 40931.348181185735;
896; 2.187; NA; NA; 0.001; 0.0; 0.02519; 40655.099163227445;
897; 2.243; NA; NA; 0.001; 0.0; 0.02497; 41009.121338272926;
898; 2.182; NA; NA; 0.001; 0.0; 0.02501; 40945.78618414781;
899; 2.148; NA; NA; 0.001; 0.0; 0.02506; 40859.69933881939;
900; 2.18; 2.278; 2.26; 0.001; 0.0; 0.02661; 38477.784809446166;
901; 2.309; NA; NA; 0.001; 0.0; 0.02785; 36769.14703490313;
902; 2.269; NA; NA; 0.001; 0.0; 0.02563; 39955.04252290804;
903; 2.306; NA; NA; 0.001; 0.0; 0.0255; 40155.26786899653;
904; 2.203; NA; NA; 0.001; 0.0; 0.02535; 40395.467547003;
905; 2.203; NA; NA; 0.001; 0.0; 0.02605; 39305.28677062743;
906; 2.227; NA; NA; 0.001; 0.0; 0.02537; 40366.99276302186;
907; 2.152; NA; NA; 0.001; 0.0; 0.02537; 40368.510404722074;
908; 2.045; NA; NA; 0.001; 0.0; 0.02556; 40065.36717693262;
909; 2.19; NA; NA; 0.001; 0.0; 0.02582; 39664.64690345579;
910; 2.351; NA; NA; 0.001; 0.0; 0.02543; 40264.815089811374;
911; 2.2; NA; NA; 0.001; 0.0; 0.02529; 40492.96478640859;
912; 2.119; NA; NA; 0.001; 0.0; 0.02516; 40694.00430156429;
913; 2.215; NA; NA; 0.001; 0.0; 0.02507; 40851.926532553385;
914; 2.094; NA; NA; 0.001; 0.0; 0.0257; 39846.80245298598;
915; 2.156; NA; NA; 0.001; 0.0; 0.02532; 40442.63407376717;
916; 2.098; NA; NA; 0.001; 0.0; 0.02495; 41046.35354606879;
917; 2.184; NA; NA; 0.001; 0.0; 0.02527; 40524.29396612728;
918; 2.231; NA; NA; 0.001; 0.0; 0.02554; 40100.90469076785;
919; 2.196; NA; NA; 0.001; 0.0; 0.02546; 40213.16694911287;
920; 2.127; NA; NA; 0.001; 0.0; 0.02514; 40727.57639204976;
921; 2.227; NA; NA; 0.001; 0.0; 0.02516; 40702.87429871115;
922; 2.213; NA; NA; 0.001; 0.0; 0.02531; 40454.44292065406;
923; 2.118; NA; NA; 0.001; 0.0; 0.02513; 40756.175589759165;
924; 2.125; NA; NA; 0.001; 0.0; 0.02535; 40392.80820088404;
925; 2.21; NA; NA; 0.001; 0.0; 0.02512; 40761.203921456974;
926; 2.197; NA; NA; 0.001; 0.0; 0.02529; 40486.857422961264;
927; 2.239; NA; NA; 0.001; 0.0; 0.02489; 41140.71569106392;
928; 2.059; NA; NA; 0.001; 0.0; 0.02481; 41277.52060047477;
929; 2.094; NA; NA; 0.001; 0.0; 0.025; 40952.423276790905;
930; 2.179; NA; NA; 0.001; 0.0; 0.02517; 40687.06526084444;
931; 2.109; NA; NA; 0.001; 0.0; 0.02501; 40944.22482792808;
932; 2.135; NA; NA; 0.001; 0.0; 0.02492; 41084.83241661007;
933; 2.075; NA; NA; 0.001; 0.0; 0.02503; 40911.074135812465;
934; 2.125; NA; NA; 0.001; 0.0; 0.02525; 40554.905774042774;
935; 2.157; NA; NA; 0.001; 0.0; 0.02515; 40723.32858619284;
936; 2.092; NA; NA; 0.001; 0.0; 0.02527; 40530.030159479094;
937; 2.14; NA; NA; 0.001; 0.0; 0.02505; 40872.14198300391;
938; 2.205; NA; NA; 0.001; 0.0; 0.02528; 40511.6800543304;
939; 2.114; NA; NA; 0.001; 0.0; 0.02506; 40869.03061156521;
940; 2.096; NA; NA; 0.001; 0.0; 0.025; 40955.93790288744;
941; 2.129; NA; NA; 0.001; 0.0; 0.02494; 41062.44307621707;
942; 2.138; NA; NA; 0.001; 0.0; 0.02534; 40408.38935355493;
943; 2.293; NA; NA; 0.001; 0.0; 0.02532; 40441.49164799156;
944; 2.228; NA; NA; 0.001; 0.0; 0.02599; 39395.05696963026;
945; 2.255; NA; NA; 0.001; 0.0; 0.0254; 40316.21762475125;
946; 2.142; NA; NA; 0.001; 0.0; 0.02544; 40243.68741801282;
947; 2.198; NA; NA; 0.001; 0.0; 0.02543; 40275.00957417879;
948; 2.218; NA; NA; 0.001; 0.0; 0.02565; 39927.55622902509;
949; 2.324; NA; NA; 0.001; 0.0; 0.02571; 39829.435020494464;
950; 2.282; NA; NA; 0.001; 0.0; 0.0254; 40313.568702540855;
951; 2.246; NA; NA; 0.001; 0.0; 0.02574; 39785.16123534098;
952; 2.195; NA; NA; 0.001; 0.0; 0.02513; 40754.24194635012;
953; 2.184; NA; NA; 0.001; 0.0; 0.02518; 40666.26233016144;
954; 2.244; NA; NA; 0.001; 0.0; 0.02543; 40260.28586426697;
955; 2.261; NA; NA; 0.001; 0.0; 0.02528; 40509.76954057138;
956; 2.351; NA; NA; 0.001; 0.0; 0.02484; 41223.24352132683;
957; 2.194; NA; NA; 0.001; 0.0; 0.02725; 37583.500726299026;
958; 2.253; NA; NA; 0.001; 0.0; 0.02606; 39293.060728596785;
959; 2.278; NA; NA; 0.001; 0.0; 0.02496; 41022.43878584118;
960; 2.292; NA; NA; 0.001; 0.0; 0.02497; 41005.20608733841;
961; 2.27; NA; NA; 0.001; 0.0; 0.02487; 41170.68755092455;
962; 2.188; NA; NA; 0.001; 0.0; 0.02503; 40913.02269046848;
963; 2.126; NA; NA; 0.001; 0.0; 0.02511; 40777.07063648792;
964; 2.26; NA; NA; 0.001; 0.0; 0.02525; 40553.75699663859;
965; 2.163; NA; NA; 0.001; 0.0; 0.02528; 40503.65710729072;
966; 2.271; NA; NA; 0.001; 0.0; 0.02545; 40238.40896400532;
967; 2.388; NA; NA; 0.001; 0.0; 0.02535; 40393.5679783312;
968; 2.234; NA; NA; 0.001; 0.0; 0.0251; 40794.887027222125;
969; 2.327; NA; NA; 0.001; 0.0; 0.02509; 40817.761287931346;
970; 2.193; NA; NA; 0.001; 0.0; 0.025; 40964.92246649817;
971; 2.228; NA; NA; 0.001; 0.0; 0.02505; 40885.7598050415;
972; 2.195; NA; NA; 0.001; 0.0; 0.02516; 40695.93223293979;
973; 2.197; NA; NA; 0.001; 0.0; 0.02571; 39828.32697497148;
974; 2.141; NA; NA; 0.001; 0.0; 0.034; 30117.71802027965;
975; 2.177; NA; NA; 0.001; 0.0; 0.03119; 32834.38421491205;
976; 2.053; NA; NA; 0.001; 0.0; 0.02612; 39202.32291276846;
977; 2.092; NA; NA; 0.001; 0.0; 0.02563; 39953.927477720514;
978; 2.141; NA; NA; 0.001; 0.0; 0.02556; 40069.10500144604;
979; 2.158; NA; NA; 0.001; 0.0; 0.02546; 40215.426136948845;
980; 2.365; NA; NA; 0.001; 0.0; 0.02576; 39749.445132391185;
981; 2.273; NA; NA; 0.001; 0.0; 0.02577; 39737.67656338184;
982; 2.205; NA; NA; 0.001; 0.0; 0.02675; 38275.47228460414;
983; 2.244; NA; NA; 0.001; 0.0; 0.02664; 38437.49537762106;
984; 2.275; NA; NA; 0.001; 0.0; 0.02625; 39010.75684169414;
985; 2.166; NA; NA; 0.001; 0.0; 0.02596; 39450.42064847984;
986; 2.145; NA; NA; 0.001; 0.0; 0.02601; 39366.53128265293;
987; 2.168; NA; NA; 0.001; 0.0; 0.02621; 39062.20256111758;
988; 2.22; NA; NA; 0.001; 0.0; 0.02776; 36888.520205100016;
989; 2.243; NA; NA; 0.001; 0.0; 0.02736; 37424.01686925456;
990; 2.224; NA; NA; 0.001; 0.0; 0.02757; 37146.9481841534;
991; 2.279; NA; NA; 0.001; 0.0; 0.02716; 37703.2638019576;
992; 2.195; NA; NA; 0.001; 0.0; 0.02592; 39510.30123729359;
993; 2.271; NA; NA; 0.001; 0.0; 0.0258; 39685.170809232535;
994; 2.264; NA; NA; 0.001; 0.0; 0.02522; 40600.52649688995;
995; 2.266; NA; NA; 0.001; 0.0; 0.02536; 40377.2390595181;
996; 2.418; NA; NA; 0.001; 0.0; 0.02531; 40459.77820901709;
997; 2.274; NA; NA; 0.001; 0.0; 0.02533; 40427.0265060241;
998; 2.27; NA; NA; 0.001; 0.0; 0.02555; 40078.078626417206;
999; 2.164; NA; NA; 0.001; 0.0; 0.02557; 40048.92903033298;
1000; 2.186; 2.188; 2.204; 0.001; 0.0; 0.02657; 38541.31710906513;
1001; 2.157; NA; NA; 0.001; 0.0; 0.02824; 36257.6065238863;
1002; 2.208; NA; NA; 0.001; 0.0; 0.02621; 39068.9537809393;
1003; 2.187; NA; NA; 0.001; 0.0; 0.02575; 39766.00648112142;
1004; 2.185; NA; NA; 0.001; 0.0; 0.02544; 40253.871205375974;
1005; 2.185; NA; NA; 0.001; 0.0; 0.02596; 39449.33359051372;
1006; 2.113; NA; NA; 0.001; 0.0; 0.02569; 39856.046621257956;
1007; 2.149; NA; NA; 0.001; 0.0; 0.02577; 39735.47073245196;
1008; 2.174; NA; NA; 0.001; 0.0; 0.02552; 40118.88447167837;
1009; 2.09; NA; NA; 0.001; 0.0; 0.02578; 39722.24088786127;
1010; 2.165; NA; NA; 0.001; 0.0; 0.02587; 39577.29191585039;
1011; 2.187; NA; NA; 0.001; 0.0; 0.02605; 39315.720879141;
1012; 2.219; NA; NA; 0.001; 0.0; 0.02567; 39886.397622585435;
1013; 2.259; NA; NA; 0.001; 0.0; 0.02596; 39449.6959365126;
1014; 2.081; NA; NA; 0.001; 0.0; 0.02861; 35791.692397436644;
1015; 2.14; NA; NA; 0.001; 0.0; 0.02768; 36989.865784759546;
1016; 2.218; NA; NA; 0.001; 0.0; 0.0265; 38642.22422557514;
1017; 2.218; NA; NA; 0.001; 0.0; 0.02711; 37776.55193765722;
1018; 2.267; NA; NA; 0.001; 0.0; 0.0265; 38636.31477816559;
1019; 2.189; NA; NA; 0.001; 0.0; 0.02634; 38882.2054480767;
1020; 2.178; NA; NA; 0.001; 0.0; 0.02666; 38407.9346836575;
1021; 2.289; NA; NA; 0.001; 0.0; 0.02627; 38984.907833348465;
1022; 2.171; NA; NA; 0.001; 0.0; 0.02602; 39349.94041118481;
1023; 2.349; NA; NA; 0.001; 0.0; 0.02608; 39270.0676236628;
1024; 2.082; NA; NA; 0.001; 0.0; 0.02672; 38319.18289854038;
1025; 2.157; NA; NA; 0.001; 0.0; 0.02838; 36078.215950136924;
1026; 2.14; NA; NA; 0.001; 0.0; 0.02829; 36200.764444594286;
1027; 2.168; NA; NA; 0.001; 0.0; 0.02803; 36528.04300051029;
1028; 2.157; NA; NA; 0.001; 0.0; 0.02763; 37061.68332945024;
1029; 2.128; NA; NA; 0.001; 0.0; 0.02782; 36812.007028189895;
1030; 2.303; NA; NA; 0.001; 0.0; 0.02717; 37693.66790704206;
1031; 2.176; NA; NA; 0.001; 0.0; 0.02663; 38447.12961122898;
1032; 2.039; NA; NA; 0.001; 0.0; 0.02501; 40949.299671068315;
1033; 2.156; NA; NA; 0.001; 0.0; 0.02534; 40408.38935355493;
1034; 2.236; NA; NA; 0.001; 0.0; 0.02525; 40549.92820861421;
1035; 2.161; NA; NA; 0.001; 0.0; 0.02578; 39717.46560875918;
1036; 2.141; NA; NA; 0.001; 0.0; 0.02521; 40615.50016548933;
1037; 2.115; NA; NA; 0.001; 0.0; 0.02544; 40253.49393615626;
1038; 2.114; NA; NA; 0.001; 0.0; 0.0253; 40468.54638135889;
1039; 2.108; NA; NA; 0.001; 0.0; 0.02568; 39877.13937143122;
1040; 2.127; NA; NA; 0.001; 0.0; 0.02545; 40237.65501217913;
1041; 2.115; NA; NA; 0.001; 0.0; 0.02562; 39964.70885557696;
1042; 2.153; NA; NA; 0.001; 0.0; 0.02552; 40121.50787022765;
1043; 2.121; NA; NA; 0.001; 0.0; 0.02519; 40650.09697417114;
1044; 2.177; NA; NA; 0.001; 0.0; 0.02538; 40348.41090871514;
1045; 2.072; NA; NA; 0.001; 0.0; 0.02592; 39512.11863845446;
1046; 2.023; NA; NA; 0.001; 0.0; 0.02525; 40548.77971318246;
1047; 2.024; NA; NA; 0.001; 0.0; 0.02527; 40515.88381899308;
1048; 2.125; NA; NA; 0.001; 0.0; 0.02502; 40926.277786247905;
1049; 2.206; NA; NA; 0.001; 0.0; 0.02528; 40510.915827202414;
1050; 2.11; NA; NA; 0.001; 0.0; 0.02505; 40883.03551473038;
1051; 2.125; NA; NA; 0.001; 0.0; 0.02567; 39893.80731933866;
1052; 2.201; NA; NA; 0.001; 0.0; 0.02505; 40880.311587443604;
1053; 2.235; NA; NA; 0.001; 0.0; 0.02511; 40782.87861897392;
1054; 2.104; NA; NA; 0.001; 0.0; 0.02555; 40076.582743144005;
1055; 2.105; NA; NA; 0.001; 0.0; 0.02568; 39868.99566496793;
1056; 2.098; NA; NA; 0.001; 0.0; 0.02554; 40098.28398577177;
1057; 2.047; NA; NA; 0.001; 0.0; 0.02538; 40348.41090871514;
1058; 2.102; NA; NA; 0.001; 0.0; 0.02525; 40560.26759592411;
1059; 2.068; NA; NA; 0.001; 0.0; 0.02505; 40874.864821652896;
1060; 2.09; NA; NA; 0.001; 0.0; 0.02513; 40744.57648085607;
1061; 2.073; NA; NA; 0.001; 0.0; 0.02522; 40605.13260347534;
1062; 2.015; NA; NA; 0.001; 0.0; 0.02557; 40051.91678090176;
1063; 1.996; NA; NA; 0.001; 0.0; 0.02533; 40427.78757130217;
1064; 2.059; NA; NA; 0.001; 0.0; 0.02538; 40347.27379990606;
1065; 2.082; NA; NA; 0.001; 0.0; 0.02514; 40732.21137286143;
1066; 2.233; NA; NA; 0.001; 0.0; 0.02504; 40897.05001952028;
1067; 2.147; NA; NA; 0.001; 0.0; 0.02502; 40924.32796882295;
1068; 2.127; NA; NA; 0.001; 0.0; 0.02503; 40902.89223267685;
1069; 2.05; NA; NA; 0.001; 0.0; 0.02504; 40888.09520001523;
1070; 2.024; NA; NA; 0.001; 0.0; 0.025; 40965.70391919346;
1071; 1.971; NA; NA; 0.001; 0.0; 0.02523; 40592.084681687586;
1072; 2.092; NA; NA; 0.001; 0.0; 0.02522; 40608.97182406112;
1073; 2.173; NA; NA; 0.001; 0.0; 0.0251; 40800.31249762511;
1074; 2.117; NA; NA; 0.001; 0.0; 0.02563; 39947.981620998195;
1075; 2.177; NA; NA; 0.001; 0.0; 0.02578; 39728.11973101222;
1076; 2.047; NA; NA; 0.001; 0.0; 0.02568; 39870.47609145679;
1077; 2.006; NA; NA; 0.001; 0.0; 0.02524; 40576.74491723982;
1078; 2.009; NA; NA; 0.001; 0.0; 0.0252; 40632.79120546442;
1079; 2.156; NA; NA; 0.001; 0.0; 0.02519; 40643.55750704998;
1080; 2.212; NA; NA; 0.001; 0.0; 0.02521; 40622.799031477;
1081; 2.062; NA; NA; 0.001; 0.0; 0.02529; 40494.87371537403;
1082; 2.214; NA; NA; 0.001; 0.0; 0.02553; 40104.27467202017;
1083; 2.087; NA; NA; 0.001; 0.0; 0.02596; 39450.783014448556;
1084; 2.077; NA; NA; 0.001; 0.0; 0.02553; 40110.267148553874;
1085; 2.18; NA; NA; 0.001; 0.0; 0.02558; 40025.78906854294;
1086; 2.097; NA; NA; 0.001; 0.0; 0.02543; 40261.79549289437;
1087; 2.218; NA; NA; 0.001; 0.0; 0.02506; 40868.64172344232;
1088; 2.153; NA; NA; 0.001; 0.0; 0.02514; 40737.620184008345;
1089; 2.111; NA; NA; 0.001; 0.0; 0.02512; 40758.49620406924;
1090; 2.189; NA; NA; 0.001; 0.0; 0.02517; 40678.587424111836;
1091; 2.164; NA; NA; 0.001; 0.0; 0.02692; 38042.56278620714;
1092; 2.25; NA; NA; 0.001; 0.0; 0.02657; 38542.354700049356;
1093; 2.108; NA; NA; 0.001; 0.0; 0.02751; 37227.76541561931;
1094; 2.119; NA; NA; 0.001; 0.0; 0.02592; 39511.02817769519;
1095; 2.142; NA; NA; 0.001; 0.0; 0.02608; 39258.5811593938;
1096; 2.158; NA; NA; 0.001; 0.0; 0.02755; 37162.37612591176;
1097; 2.152; NA; NA; 0.001; 0.0; 0.02555; 40076.208789773256;
1098; 2.089; NA; NA; 0.001; 0.0; 0.02549; 40177.43027128157;
1099; 2.116; NA; NA; 0.001; 0.0; 0.02572; 39814.666147542506;
1100; 2.089; 2.102; 2.234; 0.001; 0.0; 0.02776; 36893.27322704783;
1101; 2.2; NA; NA; 0.001; 0.0; 0.03107; 32962.90241525131;
1102; 2.211; NA; NA; 0.001; 0.0; 0.02748; 37257.152612357844;
1103; 2.096; NA; NA; 0.001; 0.0; 0.02794; 36654.29738425432;
1104; 2.087; NA; NA; 0.001; 0.0; 0.0275; 37229.70160535349;
1105; 2.085; NA; NA; 0.001; 0.0; 0.02688; 38093.512044559546;
1106; 1.992; NA; NA; 0.001; 0.0; 0.02674; 38301.071867447856;
1107; 2.122; NA; NA; 0.001; 0.0; 0.02664; 38434.7436262271;
1108; 2.107; NA; NA; 0.001; 0.0; 0.0266; 38493.99324221376;
1109; 2.171; NA; NA; 0.001; 0.0; 0.02659; 38514.01397096407;
1110; 2.113; NA; NA; 0.001; 0.0; 0.02654; 38581.13144633185;
1111; 2.078; NA; NA; 0.001; 0.0; 0.02636; 38849.145637917776;
1112; 2.203; NA; NA; 0.001; 0.0; 0.02748; 37265.55747789645;
1113; 2.194; NA; NA; 0.001; 0.0; 0.027; 37919.968357112586;
1114; 2.155; NA; NA; 0.001; 0.0; 0.02698; 37947.44125390963;
1115; 2.091; NA; NA; 0.001; 0.0; 0.02662; 38471.92554573223;
1116; 2.201; NA; NA; 0.001; 0.0; 0.02582; 39654.39290924199;
1117; 2.125; NA; NA; 0.001; 0.0; 0.02569; 39856.416477204184;
1118; 2.13; NA; NA; 0.001; 0.0; 0.02596; 39447.5219603593;
1119; 2.15; NA; NA; 0.001; 0.0; 0.0259; 39543.768204542735;
1120; 2.069; NA; NA; 0.001; 0.0; 0.02591; 39526.663868949014;
1121; 2.086; NA; NA; 0.001; 0.0; 0.02577; 39742.08896003553;
1122; 2.134; NA; NA; 0.001; 0.0; 0.02591; 39517.57184524083;
1123; 2.13; NA; NA; 0.001; 0.0; 0.02585; 39613.79526106566;
1124; 2.15; NA; NA; 0.001; 0.0; 0.02567; 39890.84311030204;
1125; 2.177; NA; NA; 0.001; 0.0; 0.02575; 39763.429364983844;
1126; 2.053; NA; NA; 0.001; 0.0; 0.02579; 39702.04562765761;
1127; 2.129; NA; NA; 0.001; 0.0; 0.02566; 39906.410123947746;
1128; 2.143; NA; NA; 0.001; 0.0; 0.02609; 39246.02553067062;
1129; 2.275; NA; NA; 0.001; 0.0; 0.02652; 38613.0421914754;
1130; 2.15; NA; NA; 0.001; 0.0; 0.02756; 37158.51793917896;
1131; 2.285; NA; NA; 0.001; 0.0; 0.02748; 37268.46773801673;
1132; 2.272; NA; NA; 0.001; 0.0; 0.02719; 37665.239814084016;
1133; 2.214; NA; NA; 0.001; 0.0; 0.0272; 37642.79212606706;
1134; 2.25; NA; NA; 0.001; 0.0; 0.02722; 37614.11127556159;
1135; 2.218; NA; NA; 0.001; 0.0; 0.0271; 37784.527984516586;
1136; 2.211; NA; NA; 0.001; 0.0; 0.0269; 38061.1046754812;
1137; 2.141; NA; NA; 0.001; 0.0; 0.02714; 37728.43485975808;
1138; 2.168; NA; NA; 0.001; 0.0; 0.02682; 38184.954355518414;
1139; 2.224; NA; NA; 0.001; 0.0; 0.02672; 38329.44201902654;
1140; 2.226; NA; NA; 0.001; 0.0; 0.02676; 38268.99248870633;
