Step,Train_Loss,Val_Loss
0,4.306736946105957,4.314718246459961
100,2.9772608280181885,2.9962635040283203
200,2.6818344593048096,2.6879639625549316
300,2.530618190765381,2.5271520614624023
400,2.492561101913452,2.4616124629974365
500,2.414750099182129,2.422083616256714
600,2.3792731761932373,2.381901741027832
700,2.3338422775268555,2.342968225479126
800,2.2999603748321533,2.3091912269592285
900,2.2792563438415527,2.292285203933716
1000,2.2498438358306885,2.2739648818969727
1100,2.250309467315674,2.2546768188476562
1200,2.2359778881073,2.2648024559020996
1300,2.227120876312256,2.2320640087127686
1400,2.203913688659668,2.2201662063598633
1500,2.191237449645996,2.2135415077209473
1600,2.170478582382202,2.2080745697021484
1700,2.192068099975586,2.1968770027160645
1800,2.139319658279419,2.1877100467681885
1900,2.161949872970581,2.211167812347412
2000,2.1645424365997314,2.1701548099517822
2100,2.1428956985473633,2.1790149211883545
2200,2.1354918479919434,2.175783395767212
2300,2.1249141693115234,2.1693379878997803
2400,2.105221748352051,2.1489992141723633
2500,2.106315851211548,2.1469876766204834
2600,2.0916006565093994,2.1465909481048584
2700,2.0900657176971436,2.1436450481414795
2800,2.0694165229797363,2.130204677581787
2900,2.0716018676757812,2.1222362518310547
3000,2.060330629348755,2.124821186065674
3100,2.0713982582092285,2.124716281890869
3200,2.066441297531128,2.1170244216918945
3300,2.0746989250183105,2.0969173908233643
3400,2.057929754257202,2.128807783126831
3500,2.049097776412964,2.1302075386047363
3600,2.055007219314575,2.0911943912506104
3700,2.0430266857147217,2.0934717655181885
3800,2.0314748287200928,2.099188804626465
3900,2.0481510162353516,2.116724729537964
4000,2.0216197967529297,2.101874828338623
4100,2.016775369644165,2.0897600650787354
4200,2.0212225914001465,2.109766960144043
4300,2.025468349456787,2.092603921890259
4400,2.0248100757598877,2.081467390060425
4500,2.0042455196380615,2.0992233753204346
4600,2.0067691802978516,2.085864543914795
4700,1.9879528284072876,2.0649919509887695
4800,2.0166995525360107,2.1131246089935303
4900,1.9994909763336182,2.064713954925537
5000,1.9865198135375977,2.0937273502349854
5100,1.9777541160583496,2.0696465969085693
5200,1.9615182876586914,2.0719480514526367
5300,1.9729385375976562,2.0651307106018066
5400,1.9929308891296387,2.0677835941314697
5500,1.9678016901016235,2.0719995498657227
5600,1.9957739114761353,2.076305627822876
5700,1.9599605798721313,2.049316167831421
5800,1.9695380926132202,2.0619001388549805
5900,1.9611163139343262,2.0805411338806152
