Step,Train_Loss,Val_Loss
6000,1.9721190929412842,2.065779685974121
6100,1.9601138830184937,2.054210901260376
6200,1.9748188257217407,2.045651435852051
6300,1.9646934270858765,2.0636160373687744
6400,1.9560412168502808,2.059328556060791
6500,1.9481931924819946,2.052145004272461
6600,1.9465858936309814,2.039942502975464
6700,1.944603681564331,2.0391788482666016
6800,1.9531818628311157,2.0305702686309814
6900,1.9428482055664062,2.062197685241699
7000,1.952974557876587,2.0464468002319336
7100,1.9517426490783691,2.065150260925293
7200,1.9314994812011719,2.0379323959350586
7300,1.9505398273468018,2.0394961833953857
7400,1.933205008506775,2.0672178268432617
7500,1.9385746717453003,2.028721809387207
7600,1.9229426383972168,2.0419886112213135
7700,1.9285032749176025,2.0387816429138184
7800,1.9233285188674927,2.0331528186798096
7900,1.9483363628387451,2.0443716049194336
8000,1.932620882987976,2.0283148288726807
8100,1.9245120286941528,2.016308069229126
8200,1.9398880004882812,2.033475875854492
8300,1.933051347732544,2.020733594894409
8400,1.9146952629089355,2.019810199737549
8500,1.9120376110076904,2.0329840183258057
8600,1.9214025735855103,2.0361380577087402
8700,1.9205331802368164,2.0244786739349365
8800,1.8856691122055054,2.0282793045043945
8900,1.9169530868530273,2.0560576915740967
9000,1.905544400215149,2.0309133529663086
9100,1.914394497871399,2.0366501808166504
9200,1.9178320169448853,2.0318379402160645
9300,1.9067572355270386,2.021150827407837
9400,1.9170581102371216,2.019186496734619
9500,1.9133331775665283,2.0291969776153564
9600,1.887808084487915,2.0230863094329834
9700,1.9131131172180176,2.018662452697754
9800,1.910435438156128,2.0257766246795654
9900,1.9054287672042847,2.0353200435638428
10000,1.894378662109375,1.9988410472869873
10100,1.8946043252944946,2.024703025817871
10200,1.8969110250473022,2.0327041149139404
10300,1.9047889709472656,2.0057408809661865
10400,1.8860968351364136,2.0048131942749023
10500,1.8866569995880127,2.012387275695801
10600,1.8808058500289917,2.017411708831787
10700,1.890425443649292,2.001674175262451
10800,1.8890844583511353,2.001030206680298
10900,1.889348030090332,2.0167975425720215
11000,1.869378685951233,1.994482398033142
11100,1.8844687938690186,2.03505802154541
11200,1.901944875717163,2.0159778594970703
11300,1.8825891017913818,2.007143259048462
11400,1.8851956129074097,2.0114614963531494
11500,1.8938331604003906,2.0061728954315186
11600,1.8865838050842285,2.003819227218628
11700,1.8857189416885376,2.006321668624878
11800,1.9006259441375732,2.000732660293579
11900,1.8860357999801636,2.000185489654541
12000,1.8758325576782227,2.004328966140747
12100,1.8671320676803589,1.9891486167907715
12200,1.8844746351242065,2.0141658782958984
12300,1.8760521411895752,1.9860563278198242
12400,1.863461971282959,2.0142171382904053
12500,1.8684592247009277,1.984686255455017
12600,1.8840200901031494,2.017770767211914
12700,1.8711912631988525,2.023293972015381
12800,1.8720412254333496,2.003504753112793
12900,1.8708158731460571,2.005371570587158
13000,1.859063744544983,1.9871833324432373
13100,1.8880845308303833,1.9944119453430176
13200,1.8713669776916504,1.995169997215271
13300,1.874454140663147,2.0184905529022217
13400,1.8682535886764526,1.9981658458709717
13500,1.875378131866455,2.011887788772583
13600,1.8721688985824585,2.006636142730713
13700,1.8598802089691162,1.998022437095642
13800,1.869295358657837,1.9645512104034424
13900,1.8511581420898438,2.0138115882873535
14000,1.8749804496765137,1.9966696500778198
14100,1.8706297874450684,1.9766018390655518
14200,1.8629244565963745,1.9908127784729004
14300,1.8670873641967773,1.9922884702682495
14400,1.870928168296814,2.006812334060669
14500,1.8784199953079224,1.9855353832244873
14600,1.8648459911346436,1.983493685722351
14700,1.8828692436218262,2.0211288928985596
14800,1.8576246500015259,1.9816192388534546
14900,1.8592119216918945,2.0047621726989746
15000,1.8487797975540161,2.017925262451172
15100,1.8535962104797363,2.002521276473999
15200,1.8610385656356812,1.9998376369476318
15300,1.8760665655136108,1.9971702098846436
15400,1.8375517129898071,1.9795182943344116
15500,1.8564050197601318,1.9946707487106323
15600,1.8729040622711182,1.9927738904953003
15700,1.8677712678909302,1.9926875829696655
15800,1.8713748455047607,1.988540768623352
15900,1.8517814874649048,1.9892256259918213
16000,1.8721754550933838,1.9844890832901
16100,1.851291298866272,1.995790719985962
16200,1.842025876045227,1.9727095365524292
16300,1.855198860168457,1.9819259643554688
16400,1.845473289489746,1.992434024810791
16500,1.8627517223358154,1.9888514280319214
16600,1.8473479747772217,1.9867135286331177
16700,1.8525499105453491,1.9808579683303833
16800,1.8405203819274902,1.9744490385055542
16900,1.854773998260498,1.987446904182434
17000,1.8448388576507568,1.9816311597824097
17100,1.853416085243225,1.9826056957244873
17200,1.846402645111084,1.9786738157272339
17300,1.8401780128479004,1.9827477931976318
17400,1.8497198820114136,1.9785103797912598
17500,1.8553353548049927,1.9739995002746582
17600,1.8676650524139404,1.9868665933609009
17700,1.8297303915023804,1.9848525524139404
17800,1.8526008129119873,1.9939849376678467
17900,1.8434523344039917,1.9757534265518188
18000,1.8611657619476318,1.9799503087997437
18100,1.8463460206985474,1.992363452911377
18200,1.8446012735366821,1.996671199798584
18300,1.8261239528656006,1.98475980758667
18400,1.876091718673706,1.985235333442688
18500,1.8406869173049927,1.959112524986267
18600,1.8343244791030884,1.979811429977417
18700,1.8313384056091309,1.9724076986312866
18800,1.8408684730529785,1.9867584705352783
18900,1.8478590250015259,1.968491554260254
19000,1.837315320968628,1.9913482666015625
19100,1.8322583436965942,1.987349271774292
19200,1.8154557943344116,1.9784027338027954
19300,1.8497467041015625,1.9899089336395264
19400,1.8371713161468506,1.9886997938156128
19500,1.8387771844863892,2.003014087677002
19600,1.8407713174819946,1.9931129217147827
19700,1.8274893760681152,1.9524935483932495
19800,1.8416296243667603,1.973326563835144
19900,1.828568696975708,1.9929007291793823
19999,1.826300024986267,1.96943998336792
