Step,Train_Loss,Val_Loss
0,4.294502258300781,4.290825366973877
100,2.4733426570892334,2.491457462310791
200,2.420126438140869,2.4396321773529053
300,2.3244762420654297,2.3595023155212402
400,2.120131731033325,2.1776349544525146
500,1.9725215435028076,2.0612077713012695
600,1.848882794380188,1.970999002456665
700,1.7560845613479614,1.9061044454574585
800,1.6783709526062012,1.8468283414840698
900,1.620270848274231,1.7888083457946777
1000,1.5627254247665405,1.7460870742797852
1100,1.520790457725525,1.7008401155471802
1200,1.4877947568893433,1.6812139749526978
1300,1.4543616771697998,1.657433032989502
1400,1.4279379844665527,1.6268136501312256
1500,1.4060654640197754,1.620808720588684
1600,1.3796314001083374,1.6000093221664429
1700,1.3587216138839722,1.5764403343200684
1800,1.3460187911987305,1.576653242111206
1900,1.3299943208694458,1.5637277364730835
2000,1.3120492696762085,1.5489287376403809
2100,1.296309471130371,1.549909234046936
2200,1.28688645362854,1.532697319984436
2300,1.2721675634384155,1.5217846632003784
2400,1.265213131904602,1.524137020111084
2500,1.2505319118499756,1.5148131847381592
2600,1.2414401769638062,1.512822151184082
2700,1.231155276298523,1.4997341632843018
2800,1.2254024744033813,1.510491132736206
2900,1.2123363018035889,1.5023635625839233
3000,1.2017490863800049,1.4986276626586914
3100,1.1902292966842651,1.4900720119476318
3200,1.1820979118347168,1.4955008029937744
3300,1.1715365648269653,1.4875613451004028
3400,1.1669540405273438,1.4870072603225708
3500,1.1544811725616455,1.4839138984680176
3600,1.1469343900680542,1.4993488788604736
3700,1.1440528631210327,1.4762318134307861
3800,1.13542902469635,1.4806382656097412
3900,1.1235365867614746,1.4746838808059692
4000,1.1196001768112183,1.4773982763290405
4100,1.1138510704040527,1.4794764518737793
4200,1.1017876863479614,1.4846493005752563
4300,1.0965476036071777,1.481600284576416
4400,1.0851905345916748,1.4777894020080566
4500,1.0794246196746826,1.487125277519226
4600,1.0714532136917114,1.4766076803207397
4700,1.066245675086975,1.48470139503479
4800,1.0560975074768066,1.4790751934051514
4900,1.0511231422424316,1.4851651191711426
4999,1.0400702953338623,1.4934011697769165
