Step; Train Loss Accum; Val Loss Accum ; lr;  norm ;  dt (s);  Tokens/s;
3310; 5.587; 5.474; 0.0005738; 0.7663; 0.9276; 8831.271154473885;
3320; 5.648; 5.532; 0.0005736; 0.9096; 0.9371; 8742.228585066145;
3330; 5.598; 5.496; 0.0005734; 0.6878; 0.9345; 8766.238999191999;
3340; 5.578; 5.469; 0.0005732; 0.7225; 0.9208; 8896.957473203409;
3350; 5.56; 5.454; 0.000573; 0.7097; 0.9395; 8719.539649464732;
3360; 5.564; 5.451; 0.0005728; 1.028; 0.9336; 8774.504091948105;
3370; 5.566; 5.46; 0.0005726; 0.7995; 0.9366; 8746.75071214265;
3380; 5.575; 5.469; 0.0005724; 0.8467; 0.9329; 8781.673654573968;
3390; 5.567; 5.461; 0.0005722; 0.6968; 0.9299; 8809.538774572544;
3400; 5.56; 5.46; 0.000572; 0.7207; 0.9318; 8791.920165891184;
3410; 5.563; 5.471; 0.0005718; 0.7498; 0.9246; 8859.932164789805;
3420; 5.549; 5.453; 0.0005716; 0.7299; 0.9391; 8723.46688040508;
3430; 5.529; 5.433; 0.0005714; 0.7685; 0.9241; 8864.977157029714;
3440; 5.537; 5.45; 0.0005712; 0.7188; 0.9309; 8800.163907630358;
3450; 5.512; 5.427; 0.000571; 0.7446; 0.9228; 8876.969170898717;
3460; 5.519; 5.424; 0.0005708; 0.7098; 0.9308; 8801.345101678595;
3470; 5.524; 5.43; 0.0005705; 0.8399; 0.9388; 8726.256165822479;
3480; 5.533; 5.436; 0.0005703; 0.7946; 0.9202; 8902.66057570804;
3490; 5.507; 5.42; 0.0005701; 0.6273; 0.9347; 8764.132684265634;
3500; 5.519; 5.422; 0.0005699; 0.6938; 0.9347; 8764.43224692828;
3510; 5.527; 5.433; 0.0005697; 0.9553; 0.9295; 8813.7939408553;
3520; 5.51; 5.42; 0.0005695; 0.6948; 0.9376; 8737.506711605663;
3530; 5.501; 5.407; 0.0005693; 0.6666; 0.9426; 8691.206705332208;
3540; 5.542; 5.447; 0.0005691; 1.032; 0.9356; 8755.431955684335;
3550; 5.632; 5.533; 0.0005688; 0.9091; 0.9317; 8792.100142680802;
3560; 5.565; 5.471; 0.0005686; 0.688; 0.9362; 8749.955974347868;
3570; 5.521; 5.431; 0.0005684; 0.6733; 0.9378; 8734.987799396784;
3580; 5.497; 5.413; 0.0005682; 0.8456; 0.9349; 8762.049725265828;
3590; 5.495; 5.412; 0.000568; 0.6525; 0.9336; 8774.797641308262;
3600; 5.503; 5.413; 0.0005678; 1.278; 0.9409; 8706.77957388149;
3610; 5.493; 5.412; 0.0005675; 0.7009; 0.929; 8818.519434255333;
3620; 5.518; 5.435; 0.0005673; 1.302; 0.9241; 8865.189872346486;
3630; 5.499; 5.404; 0.0005671; 0.6224; 0.9334; 8776.090836807654;
3640; 5.477; 5.393; 0.0005669; 0.8978; 0.9392; 8722.184717783392;
3650; 5.477; 5.397; 0.0005667; 0.7165; 0.9248; 8858.262433952463;
3660; 5.468; 5.385; 0.0005664; 0.9515; 0.9304; 8804.651425142083;
3670; 5.475; 5.39; 0.0005662; 0.7166; 0.9316; 8793.438951289965;
3680; 5.465; 5.381; 0.000566; 0.7562; 0.9296; 8812.17093382281;
3690; 5.46; 5.375; 0.0005658; 0.9573; 0.9271; 8835.915432753569;
3700; 5.449; 5.368; 0.0005655; 0.7773; 0.931; 8799.49004774195;
3710; 5.451; 5.361; 0.0005653; 0.7253; 0.9315; 8794.829943910776;
3720; 5.453; 5.361; 0.0005651; 0.7735; 0.9308; 8800.921278028496;
3730; 5.461; 5.369; 0.0005649; 0.8323; 0.9372; 8741.069875413366;
3740; 5.452; 5.362; 0.0005646; 0.7414; 0.9361; 8751.388967053164;
3750; 5.462; 5.373; 0.0005644; 0.7423; 0.9371; 8741.995039210793;
3760; 5.434; 5.35; 0.0005642; 0.7337; 0.9289; 8818.906474990023;
3770; 5.451; 5.367; 0.0005639; 0.7607; 0.9282; 8825.586579252624;
3780; 5.47; 5.371; 0.0005637; 0.7807; 0.9373; 8739.984836672198;
3790; 5.443; 5.354; 0.0005635; 0.6465; 0.9362; 8750.031735150107;
3800; 5.427; 5.344; 0.0005632; 0.633; 0.9249; 8856.791947578527;
3810; 5.433; 5.35; 0.000563; 0.682; 0.925; 8856.579635073147;
3820; 5.442; 5.352; 0.0005628; 0.6761; 0.9401; 8713.582506158009;
3830; 5.429; 5.339; 0.0005625; 0.8288; 0.9279; 8828.929293510688;
3840; 5.439; 5.344; 0.0005623; 0.6781; 0.9355; 8757.045287215942;
3850; 5.485; 5.387; 0.0005621; 1.045; 0.9268; 8838.8043877435;
3860; 5.455; 5.362; 0.0005618; 0.7569; 0.9355; 8756.790863508728;
3870; 5.455; 5.353; 0.0005616; 0.7401; 0.9385; 8728.78334872822;
3880; 5.443; 5.34; 0.0005614; 1.386; 0.9329; 8781.218060312298;
3890; 5.433; 5.333; 0.0005611; 0.7197; 0.939; 8724.366169209812;
3900; 5.424; 5.325; 0.0005609; 0.7061; 0.9338; 8772.77232644153;
3910; 5.442; 5.334; 0.0005606; 0.761; 0.9373; 8740.220498415123;
3920; 5.44; 5.342; 0.0005604; 0.8802; 0.9275; 8832.28816305001;
3930; 5.439; 5.34; 0.0005602; 0.9888; 0.9355; 8757.132330299322;
3940; 5.424; 5.323; 0.0005599; 0.6725; 0.917; 8933.747636347942;
3950; 5.423; 5.325; 0.0005597; 0.8307; 0.9433; 8684.785476582496;
3960; 5.434; 5.326; 0.0005594; 0.7894; 0.9369; 8743.269684084635;
3970; 5.446; 5.342; 0.0005592; 1.092; 0.9369; 8743.498848144676;
3980; 5.435; 5.335; 0.0005589; 0.7766; 0.9171; 8932.372732346796;
3990; 5.444; 5.334; 0.0005587; 1.183; 0.9261; 8845.491910149096;
4000; 5.419; 5.31; 0.0005584; 0.7202; 0.9391; 8723.02394914814;
4010; 5.403; 5.291; 0.0005582; 0.9687; 0.9195; 8908.738244446646;
4020; 5.405; 5.288; 0.000558; 0.722; 0.9205; 8899.254893591451;
4030; 5.419; 5.294; 0.0005577; 0.6917; 0.9368; 8744.934177835037;
4040; 5.431; 5.318; 0.0005575; 0.8165; 0.9282; 8825.586579252624;
4050; 5.429; 5.312; 0.0005572; 0.8015; 0.9246; 8860.254305675428;
4060; 5.426; 5.314; 0.000557; 0.7823; 0.9393; 8721.675500434056;
4070; 5.397; 5.29; 0.0005567; 0.702; 0.9313; 8796.144813908664;
4080; 5.394; 5.279; 0.0005565; 0.7295; 0.9234; 8871.312669420513;
4090; 5.402; 5.281; 0.0005562; 0.7301; 0.9395; 8719.942393124695;
4100; 5.403; 5.293; 0.000556; 0.9414; 0.9443; 8675.597441133754;
4110; 5.393; 5.286; 0.0005557; 0.7459; 0.9313; 8795.843079531052;
4120; 5.383; 5.277; 0.0005554; 0.7633; 0.9277; 8830.862600909308;
4130; 5.389; 5.283; 0.0005552; 0.7338; 0.9273; 8833.957200231289;
4140; 5.384; 5.275; 0.0005549; 0.713; 0.937; 8742.395411174322;
4150; 5.383; 5.273; 0.0005547; 0.7007; 0.9362; 8750.68912660021;
4160; 5.377; 5.274; 0.0005544; 0.7846; 0.9303; 8805.402798478775;
4170; 5.397; 5.296; 0.0005542; 0.7729; 0.9287; 8820.946356120437;
4180; 5.384; 5.282; 0.0005539; 1.235; 0.9285; 8823.082336984224;
4190; 5.385; 5.281; 0.0005536; 0.6981; 0.929; 8818.057745886073;
4200; 5.37; 5.274; 0.0005534; 0.7829; 0.9518; 8607.09498763159;
4210; 5.382; 5.281; 0.0005531; 0.9328; 0.9305; 8803.773857102082;
4220; 5.429; 5.324; 0.0005529; 1.146; 0.9349; 8762.751384109562;
4230; 5.401; 5.288; 0.0005526; 0.7409; 0.9348; 8763.247529196808;
4240; 5.387; 5.27; 0.0005523; 0.6964; 0.9268; 8838.845314913273;
4250; 5.384; 5.266; 0.0005521; 0.9357; 0.9186; 8917.461817738254;
4260; 5.371; 5.266; 0.0005518; 0.814; 0.9316; 8793.756274940573;
4270; 5.36; 5.252; 0.0005516; 0.6866; 0.9323; 8786.578212393364;
4280; 5.37; 5.266; 0.0005513; 0.7462; 0.9306; 8803.115232016118;
4290; 5.368; 5.264; 0.000551; 0.7119; 0.9242; 8864.121824299695;
4300; 5.383; 5.274; 0.0005508; 0.8356; 0.9342; 8769.181036986523;
4310; 5.369; 5.262; 0.0005505; 0.7121; 0.9364; 8748.53236090466;
4320; 5.362; 5.255; 0.0005502; 1.082; 0.933; 8780.363107066049;
4330; 5.379; 5.279; 0.00055; 0.6946; 0.9317; 8792.08214467026;
4340; 5.352; 5.255; 0.0005497; 0.8969; 0.9276; 8831.520844706958;
4350; 5.364; 5.26; 0.0005494; 0.9073; 0.9303; 8805.605894367804;
4360; 5.354; 5.243; 0.0005492; 0.694; 0.9312; 8797.198794907725;
4370; 5.338; 5.23; 0.0005489; 0.7884; 0.9254; 8852.19868236235;
4380; 5.355; 5.254; 0.0005486; 0.9399; 0.9277; 8830.009299848944;
4390; 5.354; 5.251; 0.0005483; 0.7565; 0.9306; 8802.598776490939;
4400; 5.344; 5.237; 0.0005481; 0.7169; 0.9386; 8728.248971387333;
4410; 5.324; 5.219; 0.0005478; 0.8722; 0.934; 8771.29201859957;
4420; 5.322; 5.219; 0.0005475; 0.7031; 0.9297; 8811.911036976968;
4430; 5.341; 5.236; 0.0005472; 0.9438; 0.9274; 8832.90120545855;
4440; 5.344; 5.226; 0.000547; 0.9448; 0.9298; 8810.306795885484;
4450; 5.341; 5.23; 0.0005467; 0.9412; 0.9382; 8731.888910010033;
4460; 5.348; 5.235; 0.0005464; 1.187; 0.9353; 8758.739590441684;
4470; 5.352; 5.237; 0.0005461; 0.7285; 0.94; 8715.355088236032;
4480; 5.34; 5.228; 0.0005459; 0.7968; 0.9399; 8715.994013416037;
4490; 5.354; 5.247; 0.0005456; 0.8365; 0.9372; 8740.507311454425;
4500; 5.36; 5.244; 0.0005453; 0.7721; 0.9355; 8756.685973828115;
4510; 5.34; 5.221; 0.000545; 0.684; 0.9357; 8755.31371271956;
4520; 5.325; 5.211; 0.0005448; 0.706; 0.9492; 8630.545624435783;
4530; 5.326; 5.209; 0.0005445; 0.8308; 0.9326; 8783.871494765044;
4540; 5.323; 5.205; 0.0005442; 0.6696; 0.9371; 8741.654751873517;
4550; 5.317; 5.196; 0.0005439; 0.8305; 0.953; 8595.941005777788;
4560; 5.319; 5.198; 0.0005436; 0.6911; 0.9294; 8813.88663757412;
4570; 5.334; 5.212; 0.0005433; 0.8327; 0.929; 8817.845023397236;
4580; 5.318; 5.198; 0.0005431; 0.9361; 0.9321; 8788.353646452788;
4590; 5.315; 5.196; 0.0005428; 0.8606; 0.9314; 8795.647188443312;
4600; 5.328; 5.21; 0.0005425; 0.9992; 0.9324; 8785.951363405416;
4610; 5.316; 5.199; 0.0005422; 0.9666; 0.9429; 8687.66429962253;
4620; 5.315; 5.187; 0.0005419; 0.7283; 0.9377; 8736.43144264601;
4630; 5.302; 5.181; 0.0005416; 0.8508; 0.9312; 8796.91951038984;
4640; 5.29; 5.179; 0.0005413; 0.7712; 0.9421; 8695.26027976884;
4650; 5.309; 5.19; 0.0005411; 0.7464; 0.9429; 8688.070694530064;
4660; 5.291; 5.178; 0.0005408; 0.7925; 0.937; 8742.860333523831;
4670; 5.296; 5.173; 0.0005405; 0.7177; 0.9309; 8800.35999995902;
4680; 5.271; 5.15; 0.0005402; 0.7348; 0.93; 8808.434413964193;
4690; 5.287; 5.161; 0.0005399; 0.7893; 0.9319; 8791.076622901133;
4700; 5.27; 5.155; 0.0005396; 0.7085; 0.937; 8742.431001568102;
4710; 5.289; 5.169; 0.0005393; 1.021; 0.9366; 8746.403375180287;
4720; 5.283; 5.172; 0.000539; 0.9968; 0.9333; 8777.175890988485;
4730; 5.325; 5.203; 0.0005387; 0.9005; 0.93; 8808.782178641719;
4740; 5.294; 5.175; 0.0005384; 0.8286; 0.9353; 8758.355580218711;
4750; 5.284; 5.166; 0.0005381; 0.9471; 0.9418; 8697.804766716821;
4760; 5.269; 5.146; 0.0005379; 0.9387; 0.9383; 8730.622017851158;
4770; 5.27; 5.153; 0.0005376; 1.073; 0.9528; 8597.887638065211;
4780; 5.257; 5.141; 0.0005373; 0.7976; 0.9353; 8758.47390536086;
4790; 5.265; 5.148; 0.000537; 0.8572; 0.9404; 8711.004487874727;
4800; 5.247; 5.132; 0.0005367; 0.8292; 0.9399; 8715.817138937677;
4810; 5.255; 5.132; 0.0005364; 0.7584; 0.9324; 8785.940130368388;
4820; 5.254; 5.145; 0.0005361; 1.03; 0.9372; 8740.722989472131;
4830; 5.256; 5.145; 0.0005358; 0.8912; 0.9398; 8717.185892360201;
4840; 5.266; 5.157; 0.0005355; 0.7653; 0.9328; 8782.196636311286;
4850; 5.256; 5.146; 0.0005352; 0.8192; 0.9335; 8775.16292480757;
4860; 5.259; 5.146; 0.0005349; 0.8236; 0.9339; 8771.558481926775;
4870; 5.244; 5.137; 0.0005346; 0.8644; 0.9352; 8759.585871363635;
4880; 5.276; 5.162; 0.0005343; 1.01; 0.9389; 8724.685173330801;
4890; 5.262; 5.154; 0.000534; 0.8094; 0.9351; 8761.015318634638;
4900; 5.254; 5.137; 0.0005337; 0.9172; 0.9401; 8713.597974453443;
4910; 5.257; 5.137; 0.0005334; 0.8087; 0.933; 8780.697439037449;
4920; 5.235; 5.128; 0.0005331; 0.8898; 0.9374; 8738.651141793833;
4930; 5.256; 5.142; 0.0005328; 0.9365; 0.9395; 8719.845023115633;
4940; 5.241; 5.133; 0.0005324; 0.7591; 0.9412; 8703.44271604194;
4950; 5.246; 5.127; 0.0005321; 0.8066; 0.9287; 8820.978059832154;
4960; 5.238; 5.126; 0.0005318; 0.7496; 0.9334; 8776.216366542132;
4970; 5.227; 5.118; 0.0005315; 1.303; 0.9378; 8735.152128561267;
4980; 5.263; 5.147; 0.0005312; 0.9855; 0.9384; 8729.781323918512;
4990; 5.249; 5.13; 0.0005309; 0.962; 0.9364; 8748.48558334842;
5000; 5.262; 5.137; 0.0005306; 0.8845; 0.9327; 8783.204618017158;
5010; 5.233; 5.116; 0.0005303; 0.8381; 0.9285; 8822.824061636986;
5020; 5.23; 5.108; 0.00053; 0.9309; 0.9349; 8762.478751719802;
5030; 5.224; 5.097; 0.0005297; 0.9258; 0.9289; 8819.189420998866;
5040; 5.216; 5.096; 0.0005294; 0.8188; 0.9266; 8841.249314064615;
5050; 5.214; 5.095; 0.0005291; 1.017; 0.9386; 8727.874281075254;
5060; 5.222; 5.095; 0.0005287; 0.825; 0.9444; 8674.546114803796;
5070; 5.219; 5.086; 0.0005284; 0.8035; 0.9368; 8744.513544046496;
5080; 5.217; 5.086; 0.0005281; 0.8226; 0.9274; 8833.69601673376;
5090; 5.218; 5.088; 0.0005278; 0.7773; 0.9403; 8712.548464680565;
5100; 5.206; 5.075; 0.0005275; 0.7932; 0.943; 8686.759383781475;
5110; 5.193; 5.069; 0.0005272; 0.8788; 0.9347; 8764.461310067372;
5120; 5.197; 5.067; 0.0005269; 0.7672; 0.94; 8714.996977374569;
5130; 5.197; 5.075; 0.0005265; 0.7583; 0.9279; 8828.228338366267;
5140; 5.201; 5.075; 0.0005262; 0.8087; 0.9447; 8671.770086304456;
5150; 5.196; 5.066; 0.0005259; 0.776; 0.9439; 8678.95243741243;
5160; 5.187; 5.057; 0.0005256; 0.7789; 0.9351; 8760.195562911864;
5170; 5.18; 5.052; 0.0005253; 0.7389; 0.9332; 8778.001070433776;
5180; 5.178; 5.05; 0.0005249; 0.784; 0.9373; 8740.267187627187;
5190; 5.179; 5.051; 0.0005246; 1.028; 0.9381; 8732.177395687044;
5200; 5.184; 5.056; 0.0005243; 1.112; 0.9373; 8739.542449420403;
5210; 5.183; 5.058; 0.000524; 0.9098; 0.9383; 8730.704099549079;
5220; 5.181; 5.055; 0.0005237; 1.298; 0.9376; 8736.973487304593;
5230; 5.185; 5.061; 0.0005233; 1.079; 0.9357; 8754.988003332832;
5240; 5.198; 5.079; 0.000523; 0.8487; 0.9427; 8689.595563517987;
5250; 5.197; 5.068; 0.0005227; 0.8684; 0.9372; 8740.618484361145;
5260; 5.215; 5.089; 0.0005224; 0.9818; 0.9381; 8732.690059576411;
5270; 5.2; 5.06; 0.000522; 0.9206; 0.9295; 8813.389263383833;
5280; 5.181; 5.052; 0.0005217; 0.8578; 0.9463; 8656.753911252481;
5290; 5.176; 5.05; 0.0005214; 0.739; 0.9394; 8720.201319410007;
5300; 5.172; 5.044; 0.0005211; 0.7575; 0.946; 8659.437401443334;
5310; 5.193; 5.069; 0.0005207; 0.859; 0.9375; 8737.942226401909;
5320; 5.178; 5.053; 0.0005204; 0.9294; 0.938; 8733.233859788337;
5330; 5.173; 5.042; 0.0005201; 0.882; 0.9325; 8784.78552739028;
5340; 5.173; 5.042; 0.0005198; 1.039; 0.9331; 8779.728170800232;
5350; 5.173; 5.046; 0.0005194; 0.7782; 0.9405; 8710.618027111117;
5360; 5.166; 5.041; 0.0005191; 0.8128; 0.9368; 8744.696036276004;
5370; 5.168; 5.042; 0.0005188; 0.971; 0.9478; 8643.004802236936;
5380; 5.16; 5.029; 0.0005184; 1.036; 0.938; 8733.409222052178;
5390; 5.165; 5.034; 0.0005181; 1.03; 0.9472; 8648.204028694336;
5400; 5.169; 5.038; 0.0005178; 0.8812; 0.9362; 8750.310278789657;
5410; 5.16; 5.034; 0.0005174; 0.8007; 0.9463; 8657.257756946898;
5420; 5.155; 5.03; 0.0005171; 0.8405; 0.9398; 8717.196950277095;
5430; 5.151; 5.023; 0.0005168; 0.9114; 0.939; 8723.801323306132;
5440; 5.151; 5.025; 0.0005164; 0.8379; 0.9415; 8701.441388027222;
5450; 5.141; 5.013; 0.0005161; 0.795; 0.9392; 8721.892464034612;
5460; 5.163; 5.033; 0.0005158; 0.9602; 0.9327; 8782.807234573032;
5470; 5.158; 5.035; 0.0005154; 1.396; 0.9412; 8703.965240617328;
5480; 5.156; 5.035; 0.0005151; 0.9902; 0.9329; 8781.011599661535;
5490; 5.142; 5.021; 0.0005148; 0.84; 0.936; 8752.452314692286;
5500; 5.126; 5.013; 0.0005144; 0.8261; 0.9356; 8755.552432933257;
5510; 5.131; 5.013; 0.0005141; 0.8117; 0.9498; 8624.847976609315;
5520; 5.129; 5.003; 0.0005137; 0.9244; 0.9433; 8684.309150617042;
5530; 5.126; 5.003; 0.0005134; 0.8297; 0.9368; 8744.495740334345;
5540; 5.129; 5.006; 0.0005131; 0.9668; 0.9404; 8711.638357767602;
5550; 5.144; 5.022; 0.0005127; 1.016; 0.9319; 8790.246734587787;
5560; 5.145; 5.027; 0.0005124; 0.9282; 0.953; 8596.233482083997;
5570; 5.133; 5.018; 0.0005121; 0.7572; 0.9438; 8679.809681345492;
5580; 5.159; 5.035; 0.0005117; 0.9241; 0.9384; 8729.823465669759;
5590; 5.147; 5.029; 0.0005114; 0.9009; 0.9456; 8662.972109858214;
5600; 5.135; 5.022; 0.000511; 1.389; 0.9425; 8692.143332409976;
5610; 5.132; 5.007; 0.0005107; 0.8406; 0.9377; 8736.713564054508;
5620; 5.131; 5.003; 0.0005103; 0.841; 0.9416; 8700.022501731282;
5630; 5.131; 5.006; 0.00051; 0.9787; 0.9403; 8712.53741855389;
5640; 5.141; 5.001; 0.0005096; 0.8901; 0.9297; 8811.33479865203;
5650; 5.13; 5.005; 0.0005093; 0.9379; 0.942; 8696.763460153663;
5660; 5.141; 5.011; 0.000509; 1.086; 0.949; 8632.21301328582;
5670; 5.136; 5.011; 0.0005086; 0.8293; 0.9428; 8688.573798187372;
5680; 5.145; 5.02; 0.0005083; 1.663; 0.9429; 8687.695052502042;
5690; 5.121; 4.997; 0.0005079; 0.8019; 0.9303; 8805.513371745414;
5700; 5.122; 4.999; 0.0005076; 0.9047; 0.9458; 8661.858332665286;
5710; 5.121; 5.003; 0.0005072; 1.004; 0.9442; 8676.138535453634;
5720; 5.126; 5.008; 0.0005069; 0.8384; 0.9426; 8690.920920364404;
5730; 5.124; 5.008; 0.0005065; 0.9023; 0.9391; 8723.608627907584;
5740; 5.135; 5.015; 0.0005062; 0.8923; 0.9386; 8727.96739637365;
5750; 5.157; 5.039; 0.0005058; 0.9169; 0.9363; 8749.541541413071;
5760; 5.127; 5.009; 0.0005055; 0.8832; 0.9475; 8646.177979758328;
5770; 5.141; 5.023; 0.0005051; 0.8334; 0.9402; 8712.800323968524;
5780; 5.124; 5.005; 0.0005048; 0.9088; 0.9322; 8787.719801574027;
5790; 5.125; 5.0; 0.0005044; 1.134; 0.9528; 8598.014576197982;
5800; 5.136; 5.012; 0.0005041; 0.9158; 0.9328; 8782.35376745653;
5810; 5.125; 5.0; 0.0005037; 1.01; 0.9353; 8758.759684926967;
5820; 5.135; 5.01; 0.0005034; 1.11; 0.9371; 8741.868262400521;
5830; 5.152; 5.031; 0.000503; 0.9043; 0.9311; 8798.651810933048;
5840; 5.127; 4.998; 0.0005026; 0.8647; 0.9247; 8859.425011718973;
5850; 5.124; 4.986; 0.0005023; 0.8548; 0.9373; 8739.775864248575;
5860; 5.128; 4.991; 0.0005019; 0.9107; 0.934; 8770.81287318038;
5870; 5.135; 5.007; 0.0005016; 0.8989; 0.9466; 8653.773478954245;
5880; 5.11; 4.979; 0.0005012; 0.8366; 0.95; 8623.150969534647;
5890; 5.11; 4.974; 0.0005009; 0.9522; 0.9426; 8690.81540451172;
5900; 5.093; 4.967; 0.0005005; 0.829; 0.9474; 8646.935188764335;
5910; 5.088; 4.959; 0.0005001; 0.822; 0.9473; 8647.45312647072;
5920; 5.1; 4.978; 0.0004998; 0.8869; 0.939; 8724.257624515858;
5930; 5.09; 4.972; 0.0004994; 0.8323; 0.9442; 8675.906316668446;
5940; 5.089; 4.969; 0.0004991; 0.8474; 0.9395; 8719.882643088627;
5950; 5.073; 4.954; 0.0004987; 0.8738; 0.9316; 8793.43445041;
5960; 5.066; 4.947; 0.0004983; 0.857; 0.9357; 8755.048235434111;
5970; 5.07; 4.95; 0.000498; 1.116; 0.9376; 8737.3622902642;
5980; 5.081; 4.959; 0.0004976; 0.9426; 0.9341; 8769.565997101632;
5990; 5.055; 4.935; 0.0004973; 0.7915; 0.9292; 8816.383399619219;
6000; 5.053; 4.938; 0.0004969; 0.872; 0.9368; 8744.31993256948;
6010; 5.063; 4.939; 0.0004965; 1.073; 0.9333; 8777.379929075369;
6020; 5.064; 4.945; 0.0004962; 1.007; 0.9396; 8718.526316270249;
6030; 5.113; 4.979; 0.0004958; 1.168; 0.9412; 8704.223218920228;
6040; 5.058; 4.952; 0.0004954; 0.9736; 0.9284; 8824.240230726362;
6050; 5.038; 4.928; 0.0004951; 0.8915; 0.9408; 8707.71073352631;
6060; 5.043; 4.932; 0.0004947; 0.949; 0.9438; 8680.08157924121;
6070; 5.029; 4.928; 0.0004943; 0.9001; 0.9386; 8727.936357720091;
6080; 5.045; 4.934; 0.000494; 1.007; 0.9416; 8699.967430071834;
6090; 5.06; 4.945; 0.0004936; 0.8745; 0.9375; 8738.391118715865;
6100; 5.037; 4.93; 0.0004932; 0.9053; 0.9459; 8660.845262587434;
6110; 5.045; 4.937; 0.0004929; 0.9613; 0.9392; 8721.98987977473;
6120; 5.036; 4.925; 0.0004925; 0.8923; 0.9275; 8832.2813519457;
6130; 5.028; 4.911; 0.0004921; 1.706; 0.9357; 8754.713623136266;
6140; 5.017; 4.899; 0.0004918; 0.9728; 0.9434; 8683.920665361204;
6150; 5.013; 4.893; 0.0004914; 0.8638; 0.9447; 8671.161699217419;
6160; 5.044; 4.921; 0.000491; 1.173; 0.9489; 8632.902706998408;
6170; 5.023; 4.911; 0.0004907; 0.8697; 0.9367; 8745.604159640561;
6180; 5.02; 4.901; 0.0004903; 0.9293; 0.9398; 8716.986854653285;
6190; 5.04; 4.921; 0.0004899; 1.303; 0.9365; 8747.124798185798;
6200; 5.025; 4.91; 0.0004895; 1.004; 0.9355; 8756.614561015285;
6210; 5.046; 4.937; 0.0004892; 0.9635; 0.9447; 8671.868574256721;
6220; 5.011; 4.895; 0.0004888; 0.8374; 0.9496; 8627.214944579264;
6230; 5.003; 4.893; 0.0004884; 0.8645; 0.9441; 8676.73666560269;
6240; 4.985; 4.88; 0.000488; 0.8365; 0.9428; 8688.622134357567;
6250; 4.994; 4.882; 0.0004877; 0.9026; 0.9443; 8674.850535176207;
6260; 4.996; 4.888; 0.0004873; 1.175; 0.9394; 8720.85202256271;
6270; 5.004; 4.891; 0.0004869; 1.188; 0.9405; 8710.008592960405;
6280; 5.053; 4.936; 0.0004865; 1.165; 0.9398; 8716.491511376555;
6290; 5.039; 4.928; 0.0004862; 1.406; 0.9388; 8725.673348020138;
6300; 5.015; 4.909; 0.0004858; 0.9779; 0.9476; 8644.626985782299;
6310; 4.988; 4.884; 0.0004854; 0.8749; 0.9413; 8702.516877211263;
6320; 5.002; 4.892; 0.000485; 0.9834; 0.9487; 8634.868287852914;
6330; 4.996; 4.875; 0.0004847; 0.8132; 0.9367; 8745.626419934275;
6340; 5.032; 4.917; 0.0004843; 1.862; 0.946; 8660.065971251688;
6350; 5.008; 4.9; 0.0004839; 0.8365; 0.9545; 8582.349940240312;
6360; 4.988; 4.878; 0.0004835; 0.7987; 0.9437; 8680.967558300114;
6370; 5.03; 4.925; 0.0004831; 0.9355; 0.9409; 8706.54129962589;
6380; 5.01; 4.897; 0.0004828; 0.8714; 0.9462; 8657.639497278593;
6390; 4.993; 4.883; 0.0004824; 0.8249; 0.9429; 8688.127812537297;
6400; 4.99; 4.882; 0.000482; 1.185; 0.947; 8650.575123616552;
6410; 5.0; 4.888; 0.0004816; 1.132; 0.9414; 8701.485460228767;
6420; 5.003; 4.892; 0.0004812; 0.8796; 0.9447; 8671.325824015667;
6430; 4.988; 4.874; 0.0004808; 1.62; 0.9416; 8700.458693903327;
6440; 4.998; 4.881; 0.0004805; 0.898; 0.9368; 8744.56027913582;
6450; 4.989; 4.867; 0.0004801; 0.8729; 0.9284; 8824.054403431854;
6460; 4.982; 4.864; 0.0004797; 0.8856; 0.9319; 8790.694270066204;
6470; 4.98; 4.871; 0.0004793; 1.027; 0.9409; 8707.000209821044;
6480; 4.973; 4.866; 0.0004789; 0.8169; 0.9434; 8683.663889103005;
6490; 4.972; 4.857; 0.0004785; 0.9016; 0.93; 8808.628616827122;
6500; 4.963; 4.856; 0.0004782; 0.9425; 0.9406; 8709.202769324515;
6510; 4.96; 4.852; 0.0004778; 1.042; 0.9415; 8700.797984721828;
6520; 4.952; 4.847; 0.0004774; 1.096; 0.9377; 8736.042722523525;
6530; 4.954; 4.848; 0.000477; 0.8331; 0.94; 8714.718467050074;
6540; 4.971; 4.852; 0.0004766; 0.8699; 0.9342; 8769.125086294616;
6550; 4.952; 4.838; 0.0004762; 0.9009; 0.9309; 8799.830345354994;
6560; 4.952; 4.844; 0.0004758; 0.9706; 0.9506; 8617.778634768938;
6570; 4.953; 4.833; 0.0004754; 1.058; 0.9256; 8850.212710145857;
6580; 4.95; 4.837; 0.000475; 1.086; 0.9457; 8662.28633864352;
6590; 4.972; 4.862; 0.0004747; 0.9388; 0.9381; 8732.994135429539;
6600; 4.968; 4.849; 0.0004743; 0.8821; 0.947; 8650.7101562024;
6610; 4.962; 4.847; 0.0004739; 1.247; 0.9413; 8703.056925923149;
6620; 5.005; 4.881; 0.0004735; 0.892; 0.9428; 8689.432943924407;
6630; 4.96; 4.844; 0.0004731; 0.8665; 0.954; 8586.957064637836;
6640; 4.956; 4.849; 0.0004727; 1.707; 0.9439; 8678.983128645687;
6650; 4.954; 4.838; 0.0004723; 0.9034; 0.9384; 8729.925494752477;
