Step; Train Loss Accum; Val Loss Accum ; lr;  norm ;  dt (s);  Tokens/s;
3100; 2.159; 2.204; 0.001; 0.0; 0.618; 414.2541647569356;
3200; 2.202; 2.27; 0.001; 0.0; 0.5923; 432.20892705908113;
3300; 2.155; 2.217; 0.001; 0.0; 0.6595; 388.19018806805445;
3400; 2.159; 2.16; 0.001; 0.0; 0.6219; 411.6603116182064;
3500; 2.166; 2.176; 0.001; 0.0; 0.6586; 388.68327546931033;
3600; 2.177; 2.184; 0.001; 0.0; 0.5956; 429.84628059538016;
3700; 2.162; 2.161; 0.001; 0.0; 0.5926; 432.0271993118091;
3800; 2.185; 2.197; 0.001; 0.0; 0.5956; 429.8263204225;
3900; 2.191; 2.074; 0.001; 0.0; 0.5996; 426.92781952435803;
4000; 2.014; 2.106; 0.001; 0.0; 0.5979; 428.14089301998433;
4100; 1.998; 2.122; 0.001; 0.0; 0.6423; 398.56638394066835;
4200; 1.998; 2.143; 0.001; 0.0; 0.6467; 395.86280092714634;
4300; 2.009; 2.163; 0.001; 0.0; 0.6069; 421.7853130780565;
4400; 1.994; 2.186; 0.001; 0.0; 0.5986; 427.6451969552625;
4500; 1.985; 2.175; 0.001; 0.0; 0.6404; 399.760467288641;
4600; 2.093; 2.189; 0.001; 0.0; 0.5952; 430.12660700329565;
4700; 2.077; 2.192; 0.001; 0.0; 0.605; 423.11530457637906;
4800; 2.081; 2.162; 0.001; 0.0; 0.5947; 430.436113373827;
4900; 2.098; 2.181; 0.001; 0.0; 0.6168; 415.03476036802414;
5000; 2.117; 2.156; 0.001; 0.0; 0.5987; 427.57571741678987;
5100; 2.131; 2.162; 0.001; 0.0; 0.6623; 386.51223961745524;
5200; 2.115; 2.153; 0.001; 0.0; 0.6922; 369.8223440870511;
5300; 2.132; 2.199; 0.001; 0.0; 0.5978; 428.2448841546392;
5400; 2.133; 2.188; 0.001; 0.0; 0.5974; 428.52534834038204;
5500; 2.13; 2.184; 0.001; 0.0; 0.645; 396.9005569402772;
5600; 2.155; 2.21; 0.001; 0.0; 0.6259; 409.0364015646166;
5700; 2.114; 2.115; 0.001; 0.0; 0.5945; 430.59716371158135;
5800; 2.113; 2.123; 0.001; 0.0; 0.5988; 427.50745192470396;
5900; 2.127; 2.135; 0.001; 0.0; 0.5967; 429.03885932932377;
6000; 2.126; 2.127; 0.001; 0.0; 0.5994; 427.1215918520292;
6100; 2.132; 2.168; 0.001; 0.0; 0.6199; 412.9369662064043;
6200; 2.113; 2.142; 0.001; 0.0; 0.6357; 402.7357448276897;
6300; 2.13; 2.162; 0.001; 0.0; 0.5977; 428.33115486139116;
6400; 2.14; 2.173; 0.001; 0.0; 0.601; 425.92374052547984;
6500; 2.152; 2.176; 0.001; 0.0; 0.6274; 408.02839709264964;
6600; 2.142; 2.172; 0.001; 0.0; 0.6064; 422.183166175705;
6700; 2.115; 2.161; 0.001; 0.0; 0.6019; 425.3536152460573;
6800; 2.045; 2.122; 0.001; 0.0; 0.5932; 431.55420743938805;
6900; 2.055; 2.144; 0.001; 0.0; 0.589; 434.62759528789263;
7000; 2.058; 2.125; 0.001; 0.0; 0.6605; 387.5697446766732;
7100; 2.058; 2.135; 0.001; 0.0; 0.6089; 420.4113049705426;
7200; 2.083; 2.165; 0.001; 0.0; 0.5987; 427.59632051311155;
7300; 2.065; 2.078; 0.001; 0.0; 0.6427; 398.3234578041016;
7400; 2.071; 2.082; 0.001; 0.0; 0.6103; 419.4772634755289;
7500; 2.093; 2.117; 0.001; 0.0; 0.6261; 408.8516821400041;
7600; 2.073; 2.073; 0.001; 0.0; 0.592; 432.42354512280923;
7700; 2.077; 2.093; 0.001; 0.0; 0.5981; 427.99259243315294;
7800; 2.107; 2.011; 0.001; 0.0; 0.5997; 426.8662092719823;
7900; 1.937; 2.034; 0.001; 0.0; 0.634; 403.7664690969175;
8000; 1.911; 2.062; 0.001; 0.0; 0.6007; 426.15347039406447;
8100; 1.912; 2.083; 0.001; 0.0; 0.6221; 411.5277805883886;
8200; 1.912; 2.088; 0.001; 0.0; 0.5843; 438.1358931409533;
8300; 1.932; 2.146; 0.001; 0.0; 0.6002; 426.5231805941697;
8400; 1.915; 2.126; 0.001; 0.0; 0.5962; 429.41754500470114;
8500; 1.985; 2.104; 0.001; 0.0; 0.5971; 428.7351245247942;
8600; 1.973; 2.082; 0.001; 0.0; 0.5957; 429.7790084527518;
8700; 1.997; 2.114; 0.001; 0.0; 0.595; 430.2196707347026;
8800; 2.012; 2.109; 0.001; 0.0; 0.618; 414.2396215547443;
8900; 2.032; 2.109; 0.001; 0.0; 0.5981; 427.98832753842356;
9000; 2.062; 2.127; 0.001; 0.0; 0.5993; 427.1299173022448;
9100; 2.081; 2.137; 0.001; 0.0; 0.5956; 429.78520142719793;
9200; 2.058; 2.139; 0.001; 0.0; 0.6137; 417.13598911611564;
9300; 2.07; 2.148; 0.001; 0.0; 0.6338; 403.93355237764905;
9400; 2.073; 2.161; 0.001; 0.0; 0.5957; 429.76318277331944;
9500; 2.067; 2.152; 0.001; 0.0; 0.5963; 429.3040579387971;
9600; 2.055; 2.101; 0.001; 0.0; 0.5963; 429.330492833175;
9700; 2.042; 2.076; 0.001; 0.0; 0.6015; 425.63587173466914;
9800; 2.074; 2.105; 0.001; 0.0; 0.6124; 418.03130148783293;
9900; 2.065; 2.12; 0.001; 0.0; 0.6125; 417.92830689385534;
10000; 2.056; 2.117; 0.001; 0.0; 0.6024; 424.9879474677254;
10100; 2.059; 2.103; 0.001; 0.0; 0.5935; 431.37389624690803;
10200; 2.073; 2.13; 0.001; 0.0; 0.6023; 425.0066196645678;
10300; 2.07; 2.126; 0.001; 0.0; 0.6055; 422.7614630748763;
10400; 2.093; 2.134; 0.001; 0.0; 0.6668; 383.9498356557037;
10500; 2.092; 2.145; 0.001; 0.0; 0.5961; 429.4810964880878;
10600; 2.068; 2.12; 0.001; 0.0; 0.5949; 430.303117642462;
10700; 2.021; 2.105; 0.001; 0.0; 0.5969; 428.8988446106128;
10800; 2.006; 2.115; 0.001; 0.0; 0.6215; 411.88249243453845;
10900; 2.033; 2.127; 0.001; 0.0; 0.6143; 416.7306042688287;
11000; 2.023; 2.109; 0.001; 0.0; 0.603; 424.5290603474384;
11100; 2.026; 2.141; 0.001; 0.0; 0.6061; 422.3907652775822;
11200; 2.031; 2.063; 0.001; 0.0; 0.6097; 419.9128076434685;
11300; 2.036; 2.071; 0.001; 0.0; 0.5892; 434.4663292606146;
11400; 2.049; 2.068; 0.001; 0.0; 0.5969; 428.91392136365107;
11500; 2.037; 2.049; 0.001; 0.0; 0.5981; 427.9927630307101;
11600; 2.036; 2.051; 0.001; 0.0; 0.5995; 427.01848511975896;
11700; 2.031; 1.977; 0.001; 0.0; 0.5982; 427.93220944227903;
11800; 1.927; 1.959; 0.001; 0.0; 0.5989; 427.4483968821408;
11900; 1.845; 2.018; 0.001; 0.0; 0.6302; 406.22814400277844;
12000; 1.865; 2.058; 0.001; 0.0; 0.6052; 423.01812245103787;
12100; 1.86; 2.056; 0.001; 0.0; 0.6372; 401.7421332772605;
12200; 1.89; 2.092; 0.001; 0.0; 0.5924; 432.12839150426095;
12300; 1.863; 2.088; 0.001; 0.0; 0.6393; 400.4461251810646;
12400; 1.906; 2.037; 0.001; 0.0; 0.6031; 424.50254209278677;
12500; 1.958; 2.063; 0.001; 0.0; 0.6594; 388.2256979709426;
12600; 1.987; 2.098; 0.001; 0.0; 0.6003; 426.4371284905063;
12700; 1.97; 2.073; 0.001; 0.0; 0.5985; 427.74826578876184;
12800; 1.97; 2.066; 0.001; 0.0; 0.5981; 428.0497502243416;
12900; 2.031; 2.105; 0.001; 0.0; 0.6033; 424.3084555291715;
13000; 2.002; 2.092; 0.001; 0.0; 0.5994; 427.06162421870494;
13100; 2.039; 2.106; 0.001; 0.0; 0.6278; 407.77256466306244;
13200; 2.022; 2.123; 0.001; 0.0; 0.5946; 430.569018684131;
13300; 2.038; 2.143; 0.001; 0.0; 0.6324; 404.7919528820464;
13400; 2.037; 2.127; 0.001; 0.0; 0.6151; 416.20981398235296;
13500; 2.053; 2.121; 0.001; 0.0; 0.6007; 426.1571913854272;
13600; 2.019; 2.064; 0.001; 0.0; 0.6127; 417.8195099363003;
13700; 2.048; 2.088; 0.001; 0.0; 0.6026; 424.8268627934295;
13800; 2.021; 2.085; 0.001; 0.0; 0.6176; 414.4935550828009;
13900; 2.018; 2.098; 0.001; 0.0; 0.5923; 432.23850488418134;
14000; 2.011; 2.07; 0.001; 0.0; 0.5967; 428.99052078547317;
14100; 2.023; 2.1; 0.001; 0.0; 0.5933; 431.4909079803219;
14200; 2.038; 2.108; 0.001; 0.0; 0.5915; 432.77369199579215;
14300; 2.072; 2.13; 0.001; 0.0; 0.5954; 429.9850205893813;
14400; 2.031; 2.108; 0.001; 0.0; 0.5924; 432.1494356960768;
14500; 2.043; 2.107; 0.001; 0.0; 0.5925; 432.1016109514598;
14600; 1.99; 2.073; 0.001; 0.0; 0.5873; 435.8627668271709;
14700; 1.982; 2.083; 0.001; 0.0; 0.5919; 432.5381649607379;
14800; 2.002; 2.12; 0.001; 0.0; 0.5969; 428.8760601657282;
14900; 1.994; 2.086; 0.001; 0.0; 0.5929; 431.7443908990203;
15000; 1.987; 2.085; 0.001; 0.0; 0.6447; 397.064354313899;
15100; 1.98; 2.047; 0.001; 0.0; 0.6005; 426.27680512480924;
15200; 2.033; 2.064; 0.001; 0.0; 0.6621; 386.6448777940819;
15300; 2.023; 2.045; 0.001; 0.0; 0.6128; 417.75334876357687;
15400; 2.027; 2.05; 0.001; 0.0; 0.5919; 432.5142953356981;
15500; 1.999; 2.032; 0.001; 0.0; 0.5931; 431.6159639831573;
15600; 2.021; 1.994; 0.001; 0.0; 0.5954; 429.92820554708703;
15700; 1.966; 1.917; 0.001; 0.0; 0.6044; 423.5723084363623;
15800; 1.793; 1.99; 0.001; 0.0; 0.7235; 353.85347273371394;
15900; 1.82; 2.026; 0.001; 0.0; 0.5991; 427.2932636977634;
16000; 1.838; 2.053; 0.001; 0.0; 0.5893; 434.42414198808564;
16100; 1.844; 2.062; 0.001; 0.0; 0.5948; 430.40695422679886;
16200; 1.834; 2.079; 0.001; 0.0; 0.5969; 428.9007291467776;
16300; 1.844; 2.06; 0.001; 0.0; 0.5951; 430.1565898087666;
16400; 1.916; 2.036; 0.001; 0.0; 0.5891; 434.5545974708831;
16500; 1.956; 2.075; 0.001; 0.0; 0.5956; 429.8130720210075;
16600; 1.958; 2.067; 0.001; 0.0; 0.6105; 419.3527542166021;
16700; 1.96; 2.073; 0.001; 0.0; 0.6061; 422.3379327054692;
16800; 1.979; 2.08; 0.001; 0.0; 0.5885; 434.9762119370129;
16900; 1.978; 2.069; 0.001; 0.0; 0.5977; 428.32414940857905;
17000; 2.007; 2.108; 0.001; 0.0; 0.5969; 428.9065541814463;
17100; 2.007; 2.134; 0.001; 0.0; 0.5991; 427.3265942238934;
17200; 1.995; 2.099; 0.001; 0.0; 0.5932; 431.5883795225179;
17300; 2.009; 2.116; 0.001; 0.0; 0.687; 372.6128991846699;
17400; 2.026; 2.12; 0.001; 0.0; 0.6174; 414.63793057508354;
17500; 1.997; 2.034; 0.001; 0.0; 0.5889; 434.6958660361386;
17600; 2.0; 2.054; 0.001; 0.0; 0.6337; 403.98993620014426;
17700; 1.991; 2.066; 0.001; 0.0; 0.6021; 425.1629585311008;
17800; 1.992; 2.048; 0.001; 0.0; 0.5916; 432.71823028079444;
17900; 1.984; 2.047; 0.001; 0.0; 0.5972; 428.66101209082774;
18000; 1.998; 2.073; 0.001; 0.0; 0.5961; 429.45481481007454;
18100; 1.991; 2.073; 0.001; 0.0; 0.6114; 418.6950667889519;
18200; 2.057; 2.102; 0.001; 0.0; 0.5913; 432.9150266504318;
18300; 2.017; 2.069; 0.001; 0.0; 0.5954; 429.97107368849316;
18400; 2.036; 2.097; 0.001; 0.0; 0.5878; 435.5379899510125;
18500; 1.969; 2.048; 0.001; 0.0; 0.5954; 429.94714222619615;
18600; 1.954; 2.036; 0.001; 0.0; 0.5895; 434.28708991661625;
18700; 1.974; 2.084; 0.001; 0.0; 0.6831; 374.77716478872355;
18800; 1.985; 2.063; 0.001; 0.0; 0.626; 408.9469802629925;
18900; 1.959; 2.066; 0.001; 0.0; 0.591; 433.1661668324712;
19000; 1.955; 2.044; 0.001; 0.0; 0.5904; 433.6087278883104;
19100; 1.999; 2.042; 0.001; 0.0; 0.5921; 432.3626018702367;
19200; 1.998; 2.024; 0.001; 0.0; 0.5929; 431.7907474832289;
19300; 1.984; 2.005; 0.001; 0.0; 0.6619; 386.793211840015;
19400; 1.984; 2.003; 0.001; 0.0; 0.5924; 432.1381307101527;
19500; 1.998; 2.035; 0.001; 0.0; 0.5969; 428.855333563123;
19600; 2.006; 1.891; 0.001; 0.0; 0.5928; 431.87497873288623;
19700; 1.786; 1.977; 0.001; 0.0; 0.5885; 434.97180672561666;
19800; 1.807; 2.01; 0.001; 0.0; 0.5869; 436.1867880808691;
19900; 1.82; 2.014; 0.001; 0.0; 0.591; 433.1638951362233;
19999; 1.819; 2.012; 0.001; 0.0; 0.5902; 433.76392559442775;
