Step,Train_Loss,Val_Loss
0,4.329559326171875,4.338965892791748
100,3.0018439292907715,3.019113540649414
200,2.6961145401000977,2.6985061168670654
300,2.5310211181640625,2.5327844619750977
400,2.489781141281128,2.4608359336853027
500,2.4113516807556152,2.417449712753296
600,2.3759446144104004,2.3787875175476074
700,2.324512243270874,2.336418867111206
800,2.294212818145752,2.3071930408477783
900,2.2669124603271484,2.289926767349243
1000,2.236450672149658,2.262324571609497
1100,2.2423527240753174,2.2421317100524902
1200,2.2254080772399902,2.2537858486175537
1300,2.2070422172546387,2.2156760692596436
1400,2.1833808422088623,2.208611249923706
1500,2.1779091358184814,2.2003533840179443
1600,2.1518027782440186,2.1905477046966553
1700,2.1813743114471436,2.1839871406555176
1800,2.1318366527557373,2.174720048904419
1900,2.141620397567749,2.198967218399048
2000,2.1522841453552246,2.1566641330718994
2100,2.130551815032959,2.176654577255249
2200,2.118518114089966,2.172393321990967
2300,2.1063849925994873,2.1586501598358154
2400,2.0906739234924316,2.130764961242676
2500,2.089632511138916,2.1308748722076416
2600,2.0798540115356445,2.137728691101074
2700,2.0859525203704834,2.138932704925537
2800,2.0609543323516846,2.126133680343628
2900,2.054736375808716,2.1112618446350098
3000,2.04927921295166,2.107755661010742
3100,2.0573954582214355,2.1223721504211426
3200,2.054975748062134,2.116018295288086
3300,2.052083730697632,2.0889317989349365
3400,2.0411183834075928,2.1139419078826904
3500,2.037656784057617,2.117011547088623
3600,2.036423444747925,2.0747594833374023
3700,2.0312485694885254,2.0899171829223633
3800,2.0249621868133545,2.092959403991699
3900,2.042423963546753,2.1051714420318604
4000,2.0150299072265625,2.095384120941162
4100,2.0010933876037598,2.083583116531372
4200,2.008941411972046,2.0982816219329834
4300,2.010685443878174,2.0808510780334473
4400,2.0164623260498047,2.083057165145874
4500,1.9889189004898071,2.0847089290618896
4600,1.991268277168274,2.0745575428009033
4700,1.9776787757873535,2.063356876373291
4800,2.003739833831787,2.106405258178711
4900,1.993729591369629,2.063223361968994
5000,1.9727027416229248,2.0897951126098633
