Step; Train Loss Accum; Val Loss Accum ; lr;  norm ;  dt (s);  Tokens/s;
7800; 2.132; 2.011; 0.001; 0.0; 0.3825; 669.3024391156102;
7900; 2.043; 2.034; 0.001; 0.0; 0.325; 787.715306699611;
8000; 2.008; 2.062; 0.001; 0.0; 0.3023; 846.9084148829858;
8100; 1.911; 2.083; 0.001; 0.0; 0.3165; 808.879187370616;
8200; 1.617; 2.088; 0.001; 0.0; 0.3099; 826.0842454629453;
8300; 1.783; 2.146; 0.001; 0.0; 0.3027; 845.8429693863565;
8400; 1.99; 2.126; 0.001; 0.0; 0.3049; 839.6269596006356;
8500; 1.446; 2.104; 0.001; 0.0; 0.3022; 847.0741099835988;
8600; 1.936; 2.082; 0.001; 0.0; 0.3047; 840.1946089416949;
8700; 2.009; 2.114; 0.001; 0.0; 0.3085; 829.95371083922;
8800; 1.785; 2.109; 0.001; 0.0; 0.3049; 839.5724688505491;
8900; 2.269; 2.109; 0.001; 0.0; 0.3063; 835.8946799715385;
9000; 1.73; 2.127; 0.001; 0.0; 0.3034; 843.785076972645;
9100; 1.824; 2.137; 0.001; 0.0; 0.3042; 841.5194755932023;
9200; 1.857; 2.139; 0.001; 0.0; 0.368; 695.5791110253125;
9300; 1.633; 2.148; 0.001; 0.0; 0.3103; 824.9779676383362;
9400; 2.026; 2.161; 0.001; 0.0; 0.3108; 823.7147451240319;
9500; 1.817; 2.152; 0.001; 0.0; 0.3061; 836.233849757909;
9600; 1.976; 2.101; 0.001; 0.0; 0.3063; 835.8283104112891;
9700; 1.825; 2.076; 0.001; 0.0; 0.3034; 843.6955711047291;
9800; 1.735; 2.105; 0.001; 0.0; 0.3036; 843.1443686164946;
9900; 1.923; 2.12; 0.001; 0.0; 0.3012; 849.898861463254;
10000; 1.959; 2.117; 0.001; 0.0; 0.305; 839.3283321099957;
10100; 1.774; 2.103; 0.001; 0.0; 0.3005; 851.9522442913806;
10200; 1.861; 2.13; 0.001; 0.0; 0.3208; 797.9301026485907;
10300; 1.84; 2.126; 0.001; 0.0; 0.3112; 822.6866518792643;
10400; 1.91; 2.134; 0.001; 0.0; 0.3333; 767.9716197011343;
10500; 1.865; 2.145; 0.001; 0.0; 0.3044; 841.1160423886546;
10600; 1.981; 2.12; 0.001; 0.0; 0.3605; 710.2171670469954;
10700; 2.008; 2.105; 0.001; 0.0; 0.3014; 849.2723481936364;
10800; 1.872; 2.115; 0.001; 0.0; 0.3058; 837.0454576636919;
10900; 2.023; 2.127; 0.001; 0.0; 0.3068; 834.3967772417566;
11000; 1.837; 2.109; 0.001; 0.0; 0.3519; 727.3806267003392;
11100; 2.023; 2.141; 0.001; 0.0; 0.3013; 849.5229770518263;
11200; 1.769; 2.063; 0.001; 0.0; 0.3113; 822.4534953103517;
11300; 1.68; 2.071; 0.001; 0.0; 0.3131; 817.5807071565412;
11400; 1.709; 2.068; 0.001; 0.0; 0.3035; 843.6266313840139;
11500; 1.563; 2.049; 0.001; 0.0; 0.3064; 835.4316142956957;
11600; 1.765; 2.051; 0.001; 0.0; 0.3088; 829.0565584953561;
11700; 1.946; 1.977; 0.001; 0.0; 0.3013; 849.7703912811904;
11800; 1.937; 1.959; 0.001; 0.0; 0.3038; 842.6891102940311;
11900; 1.752; 2.018; 0.001; 0.0; 0.303; 844.945729479958;
12000; 1.703; 2.058; 0.001; 0.0; 0.3037; 843.0397745072253;
12100; 1.882; 2.056; 0.001; 0.0; 0.3028; 845.4040956055974;
12200; 1.806; 2.092; 0.001; 0.0; 0.3012; 849.7959476988657;
12300; 1.858; 2.088; 0.001; 0.0; 0.3168; 808.0604399946117;
12400; 1.977; 2.037; 0.001; 0.0; 0.3062; 835.9597584009243;
12500; 1.757; 2.063; 0.001; 0.0; 0.3129; 818.1045917065087;
12600; 1.803; 2.098; 0.001; 0.0; 0.3027; 845.6024980410224;
12700; 1.736; 2.073; 0.001; 0.0; 0.3042; 841.6731719973693;
12800; 1.889; 2.066; 0.001; 0.0; 0.3162; 809.5951985643949;
12900; 1.878; 2.105; 0.001; 0.0; 0.3073; 833.193780427809;
13000; 1.761; 2.092; 0.001; 0.0; 0.3045; 840.7149705953051;
13100; 1.933; 2.106; 0.001; 0.0; 0.3046; 840.368210477544;
13200; 1.777; 2.123; 0.001; 0.0; 0.3046; 840.5221445513398;
13300; 1.792; 2.143; 0.001; 0.0; 0.3252; 787.1511209703787;
13400; 1.833; 2.127; 0.001; 0.0; 0.3026; 845.8882812364598;
13500; 1.972; 2.121; 0.001; 0.0; 0.3184; 804.118483969556;
13600; 1.923; 2.064; 0.001; 0.0; 0.3236; 791.1297190003728;
13700; 2.013; 2.088; 0.001; 0.0; 0.318; 804.9588270264313;
13800; 2.009; 2.085; 0.001; 0.0; 0.3073; 833.1446466508688;
13900; 1.727; 2.098; 0.001; 0.0; 0.3165; 808.798151820949;
14000; 1.662; 2.07; 0.001; 0.0; 0.322; 794.9138628851058;
14100; 1.722; 2.1; 0.001; 0.0; 0.3081; 830.9113156473303;
14200; 1.601; 2.108; 0.001; 0.0; 0.306; 836.5081209099408;
14300; 1.791; 2.13; 0.001; 0.0; 0.3083; 830.3587053188215;
14400; 1.607; 2.108; 0.001; 0.0; 0.3076; 832.231555515596;
14500; 1.653; 2.107; 0.001; 0.0; 0.3089; 828.7199866014543;
14600; 1.896; 2.073; 0.001; 0.0; 0.3185; 803.8144883096973;
14700; 1.83; 2.083; 0.001; 0.0; 0.3037; 842.9034439393309;
14800; 2.172; 2.12; 0.001; 0.0; 0.3048; 839.7602619680924;
14900; 1.736; 2.086; 0.001; 0.0; 0.3042; 841.6263315237413;
15000; 1.639; 2.085; 0.001; 0.0; 0.3267; 783.5724197922231;
15100; 1.831; 2.047; 0.001; 0.0; 0.3517; 727.8258491818125;
15200; 1.752; 2.064; 0.001; 0.0; 0.3057; 837.4613236162381;
15300; 1.694; 2.045; 0.001; 0.0; 0.3145; 814.0599546928119;
15400; 1.966; 2.05; 0.001; 0.0; 0.3054; 838.3702224245344;
15500; 2.019; 2.032; 0.001; 0.0; 0.3062; 836.1348696787738;
15600; 2.225; 1.994; 0.001; 0.0; 0.3041; 841.9160343590609;
15700; 2.052; 1.917; 0.001; 0.0; 0.321; 797.4951028414438;
15800; 1.839; 1.99; 0.001; 0.0; 0.3067; 834.5919923640566;
15900; 1.78; 2.026; 0.001; 0.0; 0.33; 775.8345471006508;
16000; 1.926; 2.053; 0.001; 0.0; 0.3471; 737.5968235867915;
16100; 1.654; 2.062; 0.001; 0.0; 0.3064; 835.4030147094293;
16200; 1.712; 2.079; 0.001; 0.0; 0.3059; 836.9475901182142;
16300; 1.852; 2.06; 0.001; 0.0; 0.3045; 840.7380103387094;
16400; 1.894; 2.036; 0.001; 0.0; 0.3075; 832.6549188082572;
16500; 1.865; 2.075; 0.001; 0.0; 0.3058; 837.2634583084459;
16600; 1.668; 2.067; 0.001; 0.0; 0.3071; 833.6705495240957;
16700; 1.784; 2.073; 0.001; 0.0; 0.3214; 796.5863365206922;
16800; 1.452; 2.08; 0.001; 0.0; 0.3036; 843.1609206955472;
16900; 1.906; 2.069; 0.001; 0.0; 0.3031; 844.7376663427989;
17000; 2.078; 2.108; 0.001; 0.0; 0.3058; 837.2739043032502;
17100; 1.895; 2.134; 0.001; 0.0; 0.3196; 801.0936169419067;
17200; 1.698; 2.099; 0.001; 0.0; 0.3049; 839.6617585994139;
17300; 1.784; 2.116; 0.001; 0.0; 0.3044; 841.1035236924706;
17400; 1.838; 2.12; 0.001; 0.0; 0.3028; 845.351514598023;
17500; 1.815; 2.034; 0.001; 0.0; 0.3081; 830.9691894786697;
17600; 2.141; 2.054; 0.001; 0.0; 0.306; 836.607189383598;
17700; 1.7; 2.066; 0.001; 0.0; 0.3076; 832.1625416665698;
17800; 1.795; 2.048; 0.001; 0.0; 0.3058; 837.0957052278048;
17900; 2.003; 2.047; 0.001; 0.0; 0.3046; 840.3188845645452;
18000; 1.868; 2.073; 0.001; 0.0; 0.3073; 832.9481694782195;
18100; 1.636; 2.073; 0.001; 0.0; 0.3073; 832.941707987613;
18200; 1.589; 2.102; 0.001; 0.0; 0.3024; 846.5798889720254;
18300; 1.845; 2.069; 0.001; 0.0; 0.3312; 772.9888631163981;
18400; 1.787; 2.097; 0.001; 0.0; 0.3112; 822.7093444402814;
18500; 1.886; 2.048; 0.001; 0.0; 0.3075; 832.5122437412823;
18600; 2.025; 2.036; 0.001; 0.0; 0.3195; 801.1988219396211;
18700; 1.802; 2.084; 0.001; 0.0; 0.3236; 791.0131557816043;
18800; 1.871; 2.063; 0.001; 0.0; 0.3134; 816.7647608296796;
18900; 1.716; 2.066; 0.001; 0.0; 0.3183; 804.1546175490154;
19000; 1.857; 2.044; 0.001; 0.0; 0.3046; 840.5826810857867;
19100; 1.861; 2.042; 0.001; 0.0; 0.3054; 838.2641916573439;
19200; 2.022; 2.024; 0.001; 0.0; 0.3089; 828.7954675445469;
19300; 1.795; 2.005; 0.001; 0.0; 0.3132; 817.3491909798978;
19400; 1.749; 2.003; 0.001; 0.0; 0.3062; 836.1114304603067;
19500; 1.831; 2.035; 0.001; 0.0; 0.3064; 835.6013021082605;
19600; 1.873; 1.891; 0.001; 0.0; 0.3184; 803.9493015789348;
19700; 1.907; 1.977; 0.001; 0.0; 0.304; 842.1319563178221;
19800; 1.747; 2.01; 0.001; 0.0; 0.301; 850.458933708449;
19900; 2.268; 2.014; 0.001; 0.0; 0.3072; 833.2202892140316;
19999; 1.657; 2.012; 0.001; 0.0; 0.3034; 843.7797723918657;
