Step,Train_Loss,Val_Loss
0,4.306736946105957,4.314718246459961
100,2.9772608280181885,2.9962635040283203
200,2.6818344593048096,2.6879639625549316
300,2.530618190765381,2.5271520614624023
400,2.492608070373535,2.461690902709961
500,2.414731025695801,2.422177791595459
600,2.379589319229126,2.3819997310638428
700,2.3339030742645264,2.3429837226867676
800,2.299741268157959,2.309398651123047
900,2.279726028442383,2.2924296855926514
1000,2.2497448921203613,2.273416042327881
1100,2.250593662261963,2.25437593460083
1200,2.2369632720947266,2.2657434940338135
1300,2.226198196411133,2.2312958240509033
1400,2.204807758331299,2.2202188968658447
1500,2.190875768661499,2.2122483253479004
1600,2.1706855297088623,2.2080821990966797
1700,2.1930761337280273,2.1967039108276367
1800,2.1401052474975586,2.1869800090789795
1900,2.16235089302063,2.2129132747650146
2000,2.1637773513793945,2.169038772583008
2100,2.1418628692626953,2.1791067123413086
2200,2.135897636413574,2.1761224269866943
2300,2.123990774154663,2.1702890396118164
2400,2.1052539348602295,2.1491785049438477
2500,2.1043541431427,2.145965576171875
2600,2.0896167755126953,2.1464483737945557
2700,2.092132568359375,2.145369529724121
2800,2.070378065109253,2.1313822269439697
2900,2.0731890201568604,2.1244826316833496
3000,2.0595710277557373,2.126124382019043
3100,2.0716969966888428,2.1266531944274902
3200,2.066532611846924,2.1172192096710205
3300,2.0745131969451904,2.0984652042388916
3400,2.0575063228607178,2.1291069984436035
3500,2.0482113361358643,2.131417751312256
3600,2.0561139583587646,2.089357852935791
3700,2.0414164066314697,2.0922746658325195
3800,2.03054141998291,2.0971503257751465
3900,2.0467233657836914,2.115225315093994
4000,2.019439697265625,2.1007256507873535
4100,2.0162410736083984,2.091238021850586
4200,2.020900249481201,2.10871958732605
4300,2.02268648147583,2.0929458141326904
4400,2.028165340423584,2.082369565963745
4500,2.0049893856048584,2.097193717956543
4600,2.005526542663574,2.0840277671813965
4700,1.9864730834960938,2.065984010696411
4800,2.017179489135742,2.1138100624084473
4900,1.99826979637146,2.063971996307373
5000,1.9856772422790527,2.0895066261291504
5100,1.9784362316131592,2.0708508491516113
5200,1.9634097814559937,2.0720832347869873
5300,1.9707260131835938,2.0632598400115967
5400,1.9870710372924805,2.063706398010254
5500,1.964363694190979,2.0701894760131836
5600,1.9919333457946777,2.071965217590332
5700,1.9570870399475098,2.0470471382141113
5800,1.9684722423553467,2.062368869781494
5900,1.958470344543457,2.0790438652038574
