Step,Train_Loss,Val_Loss
0,11.010507583618164,11.001168251037598
100,5.428563117980957,5.706374645233154
200,4.7036919593811035,5.19818115234375
300,4.3911027908325195,4.965173244476318
400,4.140640735626221,4.84478759765625
500,3.9116549491882324,4.766780376434326
600,3.6945395469665527,4.712414741516113
700,3.5331368446350098,4.683358669281006
800,3.3751091957092285,4.6912455558776855
900,3.230203151702881,4.699498176574707
1000,3.1037485599517822,4.716116428375244
1100,2.944767713546753,4.735555648803711
1200,2.8246114253997803,4.770468235015869
1300,2.664618492126465,4.780360221862793
1400,2.5132265090942383,4.863055229187012
1500,2.3652000427246094,4.927799701690674
1600,2.222093343734741,5.003218173980713
1700,2.071676254272461,5.066648006439209
1800,1.9300707578659058,5.14821720123291
1900,1.787278175354004,5.229371547698975
2000,1.6522343158721924,5.312130928039551
2100,1.5165237188339233,5.414517879486084
2200,1.3940978050231934,5.470566272735596
2300,1.2711763381958008,5.596640586853027
2400,1.1552672386169434,5.664170742034912
2500,1.0543864965438843,5.744901657104492
2600,0.9674156904220581,5.923349380493164
2700,0.8696488738059998,6.030910015106201
2800,0.7841060161590576,6.108223915100098
2900,0.7107446193695068,6.175601959228516
3000,0.6471328735351562,6.286085605621338
3100,0.5874853730201721,6.388860702514648
3200,0.5315004587173462,6.475406646728516
3300,0.4928613305091858,6.566964626312256
3400,0.4449014663696289,6.694145679473877
3500,0.4102934002876282,6.749035835266113
3600,0.3810161352157593,6.844303131103516
3700,0.34799572825431824,6.928142547607422
3800,0.32445135712623596,7.029033660888672
3900,0.3004268705844879,7.096940517425537
4000,0.27706611156463623,7.175467014312744
4100,0.26097172498703003,7.249110221862793
4200,0.24327082931995392,7.3245439529418945
4300,0.2289203703403473,7.426701068878174
4400,0.2171059101819992,7.485998630523682
4500,0.20635852217674255,7.531337738037109
4600,0.19415885210037231,7.601263046264648
4700,0.1839272379875183,7.634259223937988
4800,0.17586655914783478,7.748042106628418
4900,0.16531850397586823,7.806178092956543
4999,0.16234806180000305,7.874070644378662
